customer_id,monto_total,monto_promedio,num_transacciones_monto,monto_std,comision_total,total_transacciones
2428.0,1135.59,1135.59,1,,0.99,1
2431.0,69.3,34.65,2,8.86,3.95,2
2435.0,257.03,257.03,1,,0.71,1
2436.0,4156.56,4156.56,1,,2.55,1
2439.0,12.71,12.71,1,,0.49,1
2442.0,124.95,62.48,2,67.55,9.31,2
2445.0,487.04,487.04,1,,1.82,1
2447.0,876.58,292.19,3,383.95,4.16,3
2448.0,221.47,221.47,1,,0.89,1
2449.0,3519.25,1173.08,3,1654.91,9.06,3
2455.0,1200.27,1200.27,1,,0.03,1
2460.0,815.25,271.75,3,97.19,6.45,3
2461.0,20701.44,20701.44,1,,3.71,1
2464.0,1909.47,1909.47,1,,1.39,1
2466.0,1382.3,691.15,2,408.7,7.32,2
2473.0,1289.69,1289.69,1,,1.83,1
2474.0,226.47,113.24,2,3.63,4.27,2
2476.0,1188.37,1188.37,1,,0.05,1
2478.0,5846.05,2923.02,2,3720.21,3.23,2
2481.0,748.14,374.07,2,75.82,13.58,2
2484.0,379.82,379.82,1,,8.25,1
2492.0,2826.83,2826.83,1,,2.03,1
2495.0,113.46,113.46,1,,1.62,1
2497.0,2500.51,2500.51,1,,1.8,1
2499.0,2795.14,2795.14,1,,0.08,1
2500.0,370.09,370.09,1,,0.34,1
2504.0,2068.85,1034.43,2,1322.48,3.62,2
2505.0,55747.37,55747.37,1,,1.26,1
2514.0,15.16,15.16,1,,5.63,1
2517.0,1682.23,560.74,3,367.52,5.27,3
2518.0,4103.51,4103.51,1,,0.29,1
2519.0,1968.63,1968.63,1,,0.25,1
2521.0,2680.79,2680.79,1,,0.67,1
2524.0,2383.8,2383.8,1,,0.48,1
2525.0,12.33,12.33,1,,7.61,1
2526.0,197.15,197.15,1,,0.91,1
2528.0,146.92,146.92,1,,4.0,1
2529.0,715.64,715.64,1,,0.18,1
2531.0,5300.58,1766.86,3,1539.72,4.44,3
2537.0,32.85,32.85,1,,0.54,1
2538.0,1320.18,1320.18,1,,0.21,1
2539.0,103.08,103.08,1,,2.62,1
2540.0,38.07,38.07,1,,0.68,1
2542.0,465.92,465.92,1,,1.0,1
2546.0,4687.11,4687.11,1,,0.08,1
2548.0,182.16,182.16,1,,5.6,1
2549.0,319.02,319.02,1,,0.48,1
2551.0,134.59,134.59,1,,5.73,1
2555.0,625.4,625.4,1,,0.6,1
2556.0,1558.01,1558.01,1,,1.24,1
2560.0,556.99,556.99,1,,0.09,1
2567.0,520.92,520.92,1,,1.65,1
2571.0,1637.97,1637.97,1,,0.12,1
2574.0,248.68,248.68,1,,1.22,1
2577.0,1249.46,1249.46,1,,0.25,1
2581.0,663.64,331.82,2,262.61,5.26,2
2585.0,134.8,134.8,1,,0.09,1
2587.0,82.73,82.73,1,,0.9,1
2588.0,340.08,340.08,1,,1.26,1
2589.0,6827.29,6827.29,1,,3.74,1
2591.0,232.6,232.6,1,,0.83,1
2604.0,180.02,180.02,1,,0.06,1
2605.0,378.33,378.33,1,,1.77,1
2609.0,11481.81,11481.81,1,,1.07,1
2619.0,438.31,219.16,2,256.3,2.1,2
2620.0,4053.75,4053.75,1,,0.95,1
2622.0,11.21,11.21,1,,0.19,1
2625.0,268.12,134.06,2,51.71,2.57,2
2627.0,462.05,231.02,2,183.16,4.93,2
2628.0,154.69,154.69,1,,0.02,1
2629.0,828.03,414.02,2,497.01,2.87,2
2630.0,84.24,84.24,1,,3.17,1
2633.0,5317.66,2658.83,2,3462.97,0.65,2
2635.0,1119.3,559.65,2,207.04,7.95,2
2636.0,2443.26,1221.63,2,1591.08,1.15,2
2637.0,1571.07,1571.07,1,,9.42,1
2638.0,932.01,932.01,1,,1.44,1
2639.0,225.26,225.26,1,,3.29,1
2640.0,13353.38,13353.38,1,,6.12,1
2644.0,1191.4,1191.4,1,,0.51,1
2645.0,567.36,567.36,1,,0.25,1
2646.0,1746.88,873.44,2,835.58,3.62,2
2647.0,616.22,308.11,2,155.17,2.31,2
2648.0,531.75,531.75,1,,3.68,1
2651.0,40.22,40.22,1,,0.76,1
2652.0,245.33,245.33,1,,1.78,1
2653.0,359.27,359.27,1,,1.06,1
2657.0,530.53,530.53,1,,1.62,1
2661.0,3.96,3.96,1,,0.38,1
2663.0,242.13,242.13,1,,1.29,1
2664.0,465.46,465.46,1,,1.39,1
2666.0,228.18,228.18,1,,3.51,1
2667.0,66.42,66.42,1,,1.38,1
2668.0,1924.84,1924.84,1,,0.32,1
2673.0,2434.88,1217.44,2,1418.86,4.16,2
2674.0,37.87,37.87,1,,0.07,1
2676.0,1792.96,1792.96,1,,0.39,1
2677.0,750.27,750.27,1,,1.14,1
2678.0,4773.16,2386.58,2,3071.77,1.37,2
2679.0,3316.58,1658.29,2,2162.49,2.25,2
2682.0,767.56,767.56,1,,2.31,1
2685.0,1911.24,1911.24,1,,1.29,1
2686.0,145.44,145.44,1,,0.18,1
2687.0,545.71,545.71,1,,0.91,1
2689.0,2299.47,1149.73,2,1228.34,3.25,2
2690.0,623.12,623.12,1,,2.13,1
2693.0,4810.82,2405.41,2,3170.09,2.13,2
2695.0,1424.57,1424.57,1,,0.53,1
2696.0,394.5,394.5,1,,1.26,1
2700.0,55.85,55.85,1,,1.77,1
2704.0,93.99,93.99,1,,3.75,1
2707.0,947.6,947.6,1,,2.88,1
2708.0,13576.3,13576.3,1,,2.81,1
2709.0,148.78,148.78,1,,1.96,1
2712.0,675.42,675.42,1,,3.01,1
2715.0,37.42,37.42,1,,0.38,1
2716.0,505.22,505.22,1,,0.05,1
2717.0,58.41,58.41,1,,0.36,1
2719.0,843.64,843.64,1,,0.1,1
2724.0,1111.39,370.46,3,176.55,5.98,3
2725.0,298.38,298.38,1,,2.54,1
2727.0,72.75,72.75,1,,0.26,1
2733.0,3706.23,3706.23,1,,6.12,1
2734.0,403.56,403.56,1,,1.6,1
2735.0,163.56,163.56,1,,3.94,1
2742.0,610.5,305.25,2,112.64,2.95,2
2749.0,441.4,441.4,1,,1.18,1
2750.0,11389.22,5694.61,2,4121.04,5.14,2
2751.0,592.24,592.24,1,,1.82,1
2753.0,151.99,151.99,1,,0.53,1
2756.0,950.79,950.79,1,,2.35,1
2757.0,719.41,359.71,2,322.67,8.86,2
2759.0,1617.85,1617.85,1,,1.41,1
2761.0,906.8,906.8,1,,1.76,1
2762.0,44.97,22.49,2,10.11,10.21,2
2763.0,302.2,302.2,1,,0.78,1
2764.0,97.79,97.79,1,,1.44,1
2771.0,38.26,38.26,1,,0.7,1
2772.0,118.33,59.17,2,61.42,5.42,2
2773.0,1963.69,1963.69,1,,3.72,1
2774.0,478.49,478.49,1,,1.93,1
2776.0,149.2,149.2,1,,0.49,1
2778.0,523.01,523.01,1,,0.92,1
2779.0,83.35,83.35,1,,2.15,1
2784.0,82.5,82.5,1,,0.35,1
2787.0,1485.56,1485.56,1,,0.15,1
2789.0,1396.41,1396.41,1,,0.52,1
2796.0,166.21,166.21,1,,1.14,1
2798.0,69.32,69.32,1,,0.37,1
2800.0,147.4,147.4,1,,0.2,1
2802.0,1215.98,607.99,2,551.96,1.93,2
2804.0,19.49,19.49,1,,4.11,1
2806.0,184.42,184.42,1,,1.1,1
2809.0,7969.1,7969.1,1,,1.99,1
2810.0,6027.18,3013.59,2,2470.0,2.21,2
2812.0,92.33,92.33,1,,6.36,1
2813.0,386.28,193.14,2,64.02,3.05,2
2814.0,486.93,486.93,1,,0.09,1
2815.0,906.4,906.4,1,,3.43,1
2816.0,68.11,68.11,1,,1.54,1
2818.0,69.06,69.06,1,,0.21,1
2819.0,1491.27,745.64,2,454.8,2.92,2
2823.0,528.8,264.4,2,12.55,4.69,2
2826.0,520.99,520.99,1,,4.12,1
2827.0,818.12,409.06,2,282.65,0.35,2
2828.0,4174.29,1391.43,3,1453.07,8.41,3
2829.0,68.12,68.12,1,,3.31,1
2837.0,25.99,25.99,1,,2.14,1
2838.0,31.26,31.26,1,,2.14,1
2841.0,1629.99,1629.99,1,,1.68,1
2842.0,520.93,520.93,1,,0.2,1
2843.0,349.78,349.78,1,,1.08,1
2846.0,791.09,791.09,1,,0.66,1
2848.0,660.4,660.4,1,,1.07,1
2849.0,575.25,575.25,1,,0.61,1
2852.0,322.32,322.32,1,,4.09,1
2853.0,2293.21,2293.21,1,,2.94,1
2854.0,1029.16,514.58,2,233.99,3.72,2
2855.0,140.25,140.25,1,,2.65,1
2856.0,305.14,305.14,1,,0.74,1
2857.0,10048.39,10048.39,1,,0.86,1
2859.0,787.26,787.26,1,,1.34,1
2863.0,320.66,320.66,1,,3.98,1
2865.0,833.61,833.61,1,,3.11,1
2868.0,72.65,72.65,1,,0.42,1
2871.0,6321.09,6321.09,1,,3.26,1
2873.0,350.03,175.01,2,144.75,2.6,2
2874.0,123.47,123.47,1,,1.45,1
2875.0,1689.0,844.5,2,1129.93,6.14,2
2879.0,74.06,74.06,1,,0.51,1
2881.0,20007.63,6669.21,3,6764.39,5.56,3
2882.0,199.04,199.04,1,,0.16,1
2884.0,961.44,480.72,2,257.34,1.24,2
2887.0,2370.85,1185.42,2,1261.25,1.73,2
2892.0,5831.08,5831.08,1,,0.68,1
2893.0,5285.26,5285.26,1,,1.42,1
2895.0,2612.07,870.69,3,1165.35,4.4,3
2898.0,243.64,243.64,1,,0.75,1
2899.0,151.88,151.88,1,,3.92,1
2900.0,122.82,61.41,2,29.11,8.21,2
2902.0,535.93,535.93,1,,1.09,1
2903.0,42.13,42.13,1,,2.76,1
2906.0,693.97,346.99,2,328.78,0.83,2
2907.0,951.12,317.04,3,139.15,3.59,3
2908.0,70.23,70.23,1,,2.01,1
2909.0,4807.21,4807.21,1,,0.97,1
2912.0,1153.72,1153.72,1,,0.6,1
2913.0,3168.15,1584.08,2,2046.27,0.76,2
2914.0,780.16,780.16,1,,0.64,1
2917.0,2078.58,2078.58,1,,0.04,1
2920.0,1069.77,534.89,2,338.42,1.07,2
2925.0,662.66,220.89,3,128.78,4.68,3
2927.0,4237.32,4237.32,1,,0.75,1
2929.0,137.83,137.83,1,,2.85,1
2930.0,494.35,494.35,1,,1.0,1
2931.0,115.73,115.73,1,,0.62,1
2932.0,1057.55,352.52,3,276.47,3.88,3
2933.0,94.48,94.48,1,,1.03,1
2936.0,1320.71,1320.71,1,,5.0,1
2938.0,286.24,286.24,1,,2.96,1
2939.0,2161.95,1080.97,2,1174.85,3.04,2
2940.0,359.86,359.86,1,,4.36,1
2942.0,36.25,36.25,1,,0.85,1
2946.0,262.09,131.05,2,53.18,0.98,2
2948.0,2084.17,1042.08,2,93.75,5.6,2
2949.0,407.9,407.9,1,,7.53,1
2956.0,3107.44,3107.44,1,,1.17,1
2958.0,219.75,219.75,1,,0.19,1
2959.0,1718.5,1718.5,1,,2.33,1
2960.0,635.52,635.52,1,,2.15,1
2961.0,906.5,906.5,1,,2.8,1
2966.0,360.91,360.91,1,,4.36,1
2967.0,305.73,305.73,1,,13.99,1
2968.0,44.62,44.62,1,,0.22,1
2969.0,15674.83,15674.83,1,,0.6,1
2970.0,5950.59,2975.3,2,1893.76,1.02,2
2974.0,237.15,237.15,1,,3.04,1
2976.0,27.56,27.56,1,,0.55,1
2980.0,4124.61,4124.61,1,,3.83,1
2985.0,1196.84,598.42,2,425.62,9.88,2
2986.0,2642.35,1321.18,2,675.0,4.18,2
2987.0,538.01,538.01,1,,0.27,1
2988.0,8797.43,8797.43,1,,1.05,1
2990.0,137.31,137.31,1,,1.93,1
2991.0,504.38,504.38,1,,0.56,1
2993.0,1001.6,1001.6,1,,2.79,1
2994.0,893.68,446.84,2,555.85,1.71,2
2996.0,768.95,768.95,1,,0.01,1
2997.0,1087.6,1087.6,1,,0.07,1
2998.0,1310.58,1310.58,1,,0.48,1
2999.0,188.22,188.22,1,,1.07,1
3000.0,84.05,84.05,1,,0.3,1
3005.0,2879.27,2879.27,1,,0.9,1
3007.0,95.2,95.2,1,,1.92,1
3010.0,3981.14,3981.14,1,,3.98,1
3011.0,2069.44,689.81,3,178.34,7.4,3
3014.0,10223.07,3407.69,3,5296.07,6.29,3
3016.0,1475.68,1475.68,1,,1.32,1
3017.0,4037.16,4037.16,1,,1.99,1
3023.0,659.44,659.44,1,,1.75,1
3026.0,437.87,437.87,1,,0.36,1
3027.0,1183.1,1183.1,1,,0.48,1
3028.0,341.86,341.86,1,,0.73,1
3031.0,643.48,643.48,1,,0.79,1
3032.0,4844.89,1614.96,3,2050.9,1.8,3
3033.0,533.33,533.33,1,,4.03,1
3038.0,1214.66,1214.66,1,,0.15,1
3041.0,939.28,939.28,1,,3.1,1
3044.0,1116.93,372.31,3,273.44,3.35,3
3047.0,117.62,117.62,1,,1.63,1
3048.0,2591.76,863.92,3,210.76,4.4,3
3049.0,422.51,422.51,1,,0.49,1
3050.0,2134.56,2134.56,1,,1.49,1
3051.0,47.25,47.25,1,,0.24,1
3052.0,2204.26,2204.26,1,,1.73,1
3053.0,366.28,366.28,1,,0.08,1
3056.0,571.05,571.05,1,,0.49,1
3059.0,261.16,261.16,1,,1.36,1
3060.0,140.91,140.91,1,,1.41,1
3062.0,1141.01,570.5,2,553.12,3.69,2
3064.0,1608.4,804.2,2,537.04,2.89,2
3065.0,136.42,136.42,1,,1.95,1
3066.0,14209.97,14209.97,1,,0.82,1
3068.0,1705.34,852.67,2,538.87,3.92,2
3070.0,786.26,786.26,1,,3.53,1
3071.0,159.96,159.96,1,,0.13,1
3074.0,481.8,481.8,1,,1.77,1
3076.0,182.24,182.24,1,,0.99,1
3077.0,220.31,220.31,1,,2.65,1
3079.0,120.83,120.83,1,,1.2,1
3080.0,31.78,31.78,1,,3.56,1
3082.0,89.98,89.98,1,,1.63,1
3090.0,215.75,215.75,1,,1.1,1
3092.0,832.37,832.37,1,,0.96,1
3093.0,43.23,43.23,1,,0.03,1
3096.0,78.71,78.71,1,,1.74,1
3097.0,898.72,898.72,1,,6.72,1
3100.0,6520.31,6520.31,1,,2.35,1
3101.0,1036.52,1036.52,1,,0.4,1
3103.0,126.63,126.63,1,,0.24,1
3104.0,3378.72,3378.72,1,,0.58,1
3105.0,992.02,330.67,3,459.36,6.83,3
3106.0,5311.66,5311.66,1,,2.8,1
3113.0,34766.17,17383.08,2,24478.5,2.4,2
3116.0,862.54,862.54,1,,0.27,1
3120.0,2835.38,945.13,3,1069.53,4.99,3
3123.0,275.12,275.12,1,,2.65,1
3125.0,216.36,108.18,2,34.29,4.25,2
3130.0,646.87,646.87,1,,0.36,1
3136.0,21.89,21.89,1,,4.91,1
3137.0,135.48,135.48,1,,4.39,1
3139.0,314.28,314.28,1,,0.21,1
3141.0,1011.55,1011.55,1,,1.35,1
3143.0,5316.99,2658.5,2,2537.99,2.2,2
3148.0,3396.18,3396.18,1,,3.3,1
3151.0,90.32,90.32,1,,2.57,1
3153.0,922.31,922.31,1,,1.34,1
3155.0,854.36,854.36,1,,1.59,1
3156.0,503.67,251.83,2,253.05,4.5,2
3158.0,1393.36,696.68,2,819.79,3.86,2
3159.0,400.52,200.26,2,264.35,4.68,2
3160.0,245.92,245.92,1,,0.47,1
3161.0,2722.66,2722.66,1,,0.7,1
3162.0,825.83,825.83,1,,0.06,1
3170.0,15.87,15.87,1,,0.98,1
3171.0,649.4,649.4,1,,7.82,1
3172.0,443.65,221.82,2,117.23,2.42,2
3176.0,606.06,303.03,2,413.39,2.57,2
3179.0,621.97,310.99,2,87.09,3.34,2
3180.0,715.55,715.55,1,,3.31,1
3181.0,1654.52,827.26,2,892.36,4.03,2
3187.0,199.9,199.9,1,,1.56,1
3190.0,389.15,194.57,2,206.43,2.42,2
3192.0,666.18,666.18,1,,0.15,1
3193.0,920.75,920.75,1,,8.21,1
3195.0,5852.78,5852.78,1,,0.89,1
3196.0,675.18,337.59,2,229.7,2.03,2
3197.0,663.04,663.04,1,,1.15,1
3198.0,203.35,203.35,1,,1.35,1
3200.0,225.6,225.6,1,,0.33,1
3203.0,102.61,102.61,1,,1.17,1
3204.0,4114.63,2057.31,2,2460.99,9.1,2
3205.0,114.07,114.07,1,,0.01,1
3207.0,178.42,178.42,1,,1.43,1
3217.0,631.47,315.73,2,221.42,2.95,2
3219.0,87.59,87.59,1,,3.28,1
3222.0,96.19,96.19,1,,1.91,1
3224.0,89.55,89.55,1,,4.79,1
3226.0,180.17,180.17,1,,0.33,1
3229.0,1500.4,1500.4,1,,0.74,1
3230.0,201.36,100.68,2,102.34,10.6,2
3235.0,45.52,45.52,1,,1.55,1
3237.0,230.81,230.81,1,,2.85,1
3240.0,4584.93,2292.47,2,1077.45,8.62,2
3242.0,4001.89,2000.94,2,2717.69,4.19,2
3243.0,1442.98,1442.98,1,,0.06,1
3247.0,57.05,57.05,1,,1.0,1
3253.0,171.52,171.52,1,,3.81,1
3255.0,2440.7,1220.35,2,1233.74,5.7,2
3257.0,1030.93,1030.93,1,,1.83,1
3258.0,341.37,341.37,1,,0.35,1
3259.0,1192.93,1192.93,1,,2.22,1
3261.0,1416.65,708.33,2,877.35,1.93,2
3265.0,1791.15,1791.15,1,,1.25,1
3274.0,1307.0,1307.0,1,,0.66,1
3278.0,420.94,420.94,1,,1.18,1
3279.0,1002.44,1002.44,1,,0.17,1
3282.0,378.64,378.64,1,,0.52,1
3284.0,943.02,943.02,1,,0.15,1
3285.0,735.5,735.5,1,,3.26,1
3289.0,329.48,329.48,1,,0.3,1
3292.0,1269.32,1269.32,1,,1.8,1
3293.0,79.05,79.05,1,,1.21,1
3294.0,5411.22,2705.61,2,1461.85,8.05,2
3295.0,491.58,491.58,1,,1.59,1
3296.0,539.71,539.71,1,,1.51,1
3297.0,1074.97,1074.97,1,,9.17,1
3305.0,31.74,31.74,1,,0.33,1
3306.0,427.15,427.15,1,,0.77,1
3307.0,2494.3,1247.15,2,291.67,6.06,2
3309.0,4438.05,4438.05,1,,1.39,1
3313.0,150.32,150.32,1,,1.82,1
3322.0,7157.61,7157.61,1,,0.14,1
3324.0,348.98,348.98,1,,0.16,1
3326.0,545.82,545.82,1,,4.26,1
3327.0,878.23,439.11,2,416.57,1.93,2
3330.0,1336.7,668.35,2,802.65,0.71,2
3336.0,558.92,279.46,2,168.76,7.22,2
3339.0,131.52,131.52,1,,0.75,1
3341.0,272.5,272.5,1,,0.3,1
3343.0,138.32,138.32,1,,0.01,1
3345.0,71.34,71.34,1,,3.5,1
3346.0,56.32,56.32,1,,1.41,1
3349.0,780.37,780.37,1,,1.24,1
3350.0,1526.04,1526.04,1,,1.41,1
3352.0,45.16,45.16,1,,5.14,1
3353.0,1428.19,1428.19,1,,6.22,1
3355.0,21.74,21.74,1,,1.8,1
3356.0,1062.52,1062.52,1,,0.28,1
3359.0,1718.52,1718.52,1,,0.47,1
3361.0,136.07,136.07,1,,1.36,1
3363.0,65.03,65.03,1,,2.01,1
3364.0,646.82,646.82,1,,4.18,1
3365.0,173.16,173.16,1,,0.03,1
3368.0,650.47,216.82,3,174.99,5.56,3
3369.0,88.95,88.95,1,,3.2,1
3371.0,792.41,792.41,1,,1.87,1
3376.0,216.99,216.99,1,,0.16,1
3378.0,2059.66,2059.66,1,,1.53,1
3381.0,1062.04,1062.04,1,,0.65,1
3382.0,5379.27,2689.64,2,3272.07,3.94,2
3383.0,251.72,251.72,1,,3.35,1
3384.0,809.73,809.73,1,,3.95,1
3385.0,96.49,48.25,2,13.29,4.09,2
3387.0,1311.25,655.63,2,180.45,3.87,2
3393.0,35.31,35.31,1,,0.74,1
3394.0,13.67,13.67,1,,2.58,1
3395.0,171.55,171.55,1,,1.53,1
3396.0,20004.65,20004.65,1,,0.96,1
3398.0,59.09,59.09,1,,0.72,1
3402.0,43.17,43.17,1,,2.93,1
3403.0,699.8,699.8,1,,3.01,1
3408.0,1781.29,1781.29,1,,5.25,1
3409.0,306.72,306.72,1,,0.72,1
3411.0,778.22,778.22,1,,0.17,1
3415.0,1013.39,1013.39,1,,3.52,1
3416.0,108.01,108.01,1,,2.15,1
3418.0,96.29,96.29,1,,1.39,1
3419.0,210.39,210.39,1,,4.12,1
3421.0,70.52,70.52,1,,2.61,1
3424.0,204.38,204.38,1,,1.34,1
3426.0,2004.22,1002.11,2,942.76,7.97,2
3427.0,20.75,20.75,1,,5.48,1
3428.0,156.19,78.09,2,61.35,5.62,2
3430.0,5093.47,2546.73,2,548.79,2.02,2
3432.0,684.07,684.07,1,,2.27,1
3433.0,448.67,224.34,2,237.8,11.21,2
3437.0,74.97,74.97,1,,0.22,1
3438.0,43.57,43.57,1,,1.6,1
3440.0,1010.92,1010.92,1,,7.89,1
3443.0,101.03,101.03,1,,1.45,1
3451.0,90.41,90.41,1,,1.49,1
3454.0,2522.03,840.68,3,1249.82,7.51,3
3460.0,234.71,234.71,1,,8.36,1
3461.0,7781.36,3890.68,2,5427.57,3.15,2
3462.0,422.56,211.28,2,282.81,0.93,2
3466.0,2756.07,918.69,3,822.6,7.92,3
3468.0,1669.48,834.74,2,308.97,6.7,2
3469.0,6064.99,6064.99,1,,4.09,1
3472.0,6338.9,2112.97,3,1819.6,9.27,3
3475.0,252.76,252.76,1,,0.15,1
3476.0,162.35,162.35,1,,5.06,1
3479.0,3256.39,1628.2,2,1543.7,2.28,2
3482.0,2358.58,2358.58,1,,2.14,1
3489.0,47.14,47.14,1,,4.44,1
3490.0,14730.48,14730.48,1,,6.38,1
3491.0,225.57,225.57,1,,0.76,1
3493.0,203.52,203.52,1,,2.24,1
3494.0,113.01,113.01,1,,0.31,1
3496.0,699.97,699.97,1,,1.88,1
3497.0,86.48,86.48,1,,14.21,1
3502.0,1355.07,1355.07,1,,0.96,1
3504.0,882.8,294.27,3,93.01,1.42,3
3505.0,1130.22,1130.22,1,,2.17,1
3511.0,451.25,451.25,1,,6.15,1
3520.0,190.23,190.23,1,,0.98,1
3524.0,1136.59,568.29,2,220.71,8.15,2
3529.0,7210.81,7210.81,1,,5.32,1
3530.0,403.76,403.76,1,,0.8,1
3535.0,1392.55,696.27,2,617.67,1.27,2
3537.0,221.02,221.02,1,,11.74,1
3538.0,47.59,47.59,1,,0.47,1
3539.0,1360.87,680.43,2,676.0,5.37,2
3541.0,680.63,340.31,2,66.44,5.95,2
3547.0,1762.06,587.35,3,768.0,10.25,3
3551.0,1486.23,743.12,2,1016.65,3.7,2
3555.0,433.83,216.92,2,280.46,4.56,2
3557.0,790.46,790.46,1,,0.08,1
3558.0,544.6,544.6,1,,4.14,1
3560.0,697.21,348.61,2,291.48,2.94,2
3561.0,58.14,58.14,1,,3.34,1
3563.0,570.03,570.03,1,,0.51,1
3565.0,1290.01,1290.01,1,,1.71,1
3566.0,5904.47,2952.23,2,3215.01,15.98,2
3567.0,150.36,150.36,1,,0.71,1
3568.0,2068.22,2068.22,1,,3.23,1
3572.0,10.52,10.52,1,,0.57,1
3573.0,275.36,275.36,1,,0.29,1
3575.0,914.99,457.5,2,160.43,6.19,2
3580.0,359.33,359.33,1,,2.05,1
3581.0,3940.77,1313.59,3,1592.63,2.47,3
3587.0,974.35,487.17,2,421.36,2.96,2
3590.0,164.69,164.69,1,,0.27,1
3591.0,736.82,368.41,2,99.01,3.0,2
3593.0,1267.39,1267.39,1,,0.03,1
3594.0,621.12,621.12,1,,1.66,1
3597.0,806.56,403.28,2,155.74,5.63,2
3598.0,524.82,524.82,1,,1.98,1
3599.0,76.37,76.37,1,,4.38,1
3600.0,4037.76,4037.76,1,,0.09,1
3604.0,150.54,75.27,2,81.93,7.08,2
3606.0,4151.13,1383.71,3,1129.7,8.13,3
3607.0,463.39,463.39,1,,1.39,1
3610.0,6166.79,3083.39,2,3895.24,1.85,2
3612.0,110.98,110.98,1,,0.68,1
3617.0,880.07,880.07,1,,0.16,1
3618.0,1797.24,898.62,2,1061.18,0.87,2
3624.0,1457.81,1457.81,1,,1.64,1
3632.0,2354.34,2354.34,1,,3.13,1
3634.0,320.27,320.27,1,,0.39,1
3635.0,2386.89,2386.89,1,,6.13,1
3639.0,264.6,264.6,1,,1.19,1
3642.0,141.96,141.96,1,,1.4,1
3643.0,176.07,176.07,1,,3.06,1
3645.0,1726.18,575.39,3,929.81,3.37,3
3646.0,930.33,930.33,1,,0.62,1
3649.0,115.06,115.06,1,,0.57,1
3653.0,60.26,60.26,1,,3.49,1
3654.0,42.2,42.2,1,,3.26,1
3657.0,33.45,33.45,1,,5.16,1
3658.0,139.75,139.75,1,,0.22,1
3659.0,373.32,373.32,1,,2.35,1
3660.0,2023.64,2023.64,1,,0.36,1
3661.0,301.3,301.3,1,,2.03,1
3665.0,1267.86,1267.86,1,,4.08,1
3667.0,1982.8,1982.8,1,,5.11,1
3668.0,8.1,8.1,1,,1.56,1
3669.0,104.13,104.13,1,,0.17,1
3671.0,516.74,516.74,1,,1.05,1
3672.0,554.41,277.21,2,344.16,3.45,2
3674.0,357.03,357.03,1,,4.56,1
3679.0,2559.51,1279.75,2,1520.77,3.7,2
3681.0,493.37,246.69,2,169.28,7.79,2
3687.0,71.38,71.38,1,,2.2,1
3690.0,4459.75,4459.75,1,,8.33,1
3693.0,3318.03,1659.01,2,1579.16,2.51,2
3695.0,111.15,111.15,1,,1.7,1
3696.0,287.44,287.44,1,,5.26,1
3700.0,852.67,852.67,1,,0.57,1
3702.0,14.56,14.56,1,,4.23,1
3703.0,1133.5,1133.5,1,,0.94,1
3708.0,1266.4,422.13,3,284.82,5.17,3
3710.0,548.11,548.11,1,,3.27,1
3711.0,1353.72,676.86,2,629.72,1.27,2
3712.0,1543.32,1543.32,1,,0.45,1
3713.0,92.7,92.7,1,,0.51,1
3717.0,199.42,199.42,1,,1.84,1
3719.0,788.69,394.35,2,27.96,2.74,2
3720.0,29.77,29.77,1,,1.83,1
3723.0,47.01,47.01,1,,2.98,1
3725.0,473.77,473.77,1,,0.82,1
3731.0,405.2,405.2,1,,2.01,1
3733.0,147.25,147.25,1,,2.35,1
3734.0,212.47,106.24,2,45.07,3.81,2
3735.0,2532.49,2532.49,1,,0.22,1
3736.0,2499.91,2499.91,1,,1.1,1
3738.0,1051.99,1051.99,1,,2.83,1
3740.0,56.14,56.14,1,,1.75,1
3743.0,239.37,239.37,1,,2.21,1
3744.0,17.7,17.7,1,,0.98,1
3745.0,1996.77,665.59,3,721.05,6.8,3
3747.0,4606.82,4606.82,1,,0.24,1
3749.0,904.13,904.13,1,,2.47,1
3752.0,4113.43,4113.43,1,,2.86,1
3757.0,329.87,329.87,1,,0.3,1
3761.0,537.06,179.02,3,143.98,2.65,3
3763.0,8339.84,8339.84,1,,3.89,1
3765.0,679.31,679.31,1,,7.24,1
3767.0,800.11,800.11,1,,0.78,1
3768.0,27.28,27.28,1,,0.47,1
3772.0,119.31,119.31,1,,6.54,1
3773.0,833.58,416.79,2,215.73,2.34,2
3774.0,363.51,363.51,1,,0.3,1
3775.0,57.84,57.84,1,,1.59,1
3776.0,3087.43,3087.43,1,,3.03,1
3778.0,461.3,461.3,1,,5.33,1
3779.0,41.85,41.85,1,,5.24,1
3780.0,924.65,462.33,2,53.83,4.2,2
3782.0,1918.47,959.24,2,899.61,5.97,2
3783.0,21.22,21.22,1,,0.33,1
3785.0,1692.88,846.44,2,875.85,6.32,2
3786.0,435.34,217.67,2,167.51,5.78,2
3787.0,1745.41,1745.41,1,,0.85,1
3789.0,502.95,502.95,1,,0.53,1
3790.0,61.85,61.85,1,,9.13,1
3792.0,221.84,221.84,1,,0.84,1
3797.0,167.0,167.0,1,,1.42,1
3799.0,381.14,381.14,1,,2.83,1
3800.0,3494.5,1747.25,2,2399.03,8.44,2
3803.0,1595.69,1595.69,1,,3.17,1
3806.0,1125.7,562.85,2,424.22,7.12,2
3808.0,754.98,377.49,2,457.53,1.23,2
3810.0,94.77,94.77,1,,1.04,1
3811.0,1268.64,1268.64,1,,1.29,1
3814.0,492.87,492.87,1,,0.17,1
