transaccion_id,cliente_id,monto,categoria,fecha,categoria_nombre,mes,margen_beneficio,proveedor_principal,precio_promedio_mercado,participacion_mercado,crecimiento_anual,competidores_principales,rating_promedio,beneficio,año,trimestre,dia_semana,es_fin_semana,beneficio_calculado,categoria_rentabilidad,tipo_compra,nombre_dia,monto_normalizado,valor_cliente,categoria_ingreso,fidelidad
487,96,69.97150090563726,5,2024-08-18,Libros y Medios,8,0.45,BookHub,24.99,0.08,-0.03,25,4.7,31.487175407536768,2024,3,6,True,31.487175407536768,Media,Pequeña,Domingo,0.2397533573314462,Bajo_Valor,Medio,Satisfecho
488,96,46.94981253440514,1,2024-03-07,Electrónicos,3,0.25,TechCorp,299.99,0.15,0.08,8,4.2,11.737453133601283,2024,1,3,False,11.737453133601283,Baja,Micro,Jueves,0.1578985234099422,Bajo_Valor,Medio,Satisfecho
489,97,39.00743149909796,2,2024-03-29,Ropa y Accesorios,3,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,15.602972599639186,2024,1,4,False,15.602972599639186,Baja,Micro,Viernes,0.12965896642772,Riesgo,Medio,Insatisfecho
490,97,94.9165725448792,3,2024-08-06,Hogar y Jardín,8,0.3,HomeMax,149.99,0.18,0.06,15,4.1,28.47497176346376,2024,3,1,False,28.47497176346376,Media,Pequeña,Martes,0.3284468824658448,Riesgo,Medio,Insatisfecho
491,97,21.118023724538155,3,2024-02-21,Hogar y Jardín,2,0.3,HomeMax,149.99,0.18,0.06,15,4.1,6.335407117361446,2024,1,2,False,6.335407117361446,Baja,Micro,Miércoles,0.0660522283497914,Riesgo,Medio,Insatisfecho
492,97,95.46914633370572,1,2024-01-22,Electrónicos,1,0.25,TechCorp,299.99,0.15,0.08,8,4.2,23.86728658342643,2024,1,0,False,23.86728658342643,Baja,Pequeña,Lunes,0.3304115878768646,Riesgo,Medio,Insatisfecho
493,97,96.43700738628218,5,2024-04-08,Libros y Medios,4,0.45,BookHub,24.99,0.08,-0.03,25,4.7,43.39665332382698,2024,2,0,False,43.39665332382698,Media,Pequeña,Lunes,0.3338528691782281,Riesgo,Medio,Insatisfecho
494,98,48.04864107912983,3,2024-05-10,Hogar y Jardín,5,0.3,HomeMax,149.99,0.18,0.06,15,4.1,14.414592323738947,2024,2,4,False,14.414592323738947,Baja,Micro,Viernes,0.1618054665752855,Bajo_Valor,Bajo,Insatisfecho
495,98,76.94674782175596,1,2024-03-28,Electrónicos,3,0.25,TechCorp,299.99,0.15,0.08,8,4.2,19.23668695543899,2024,1,3,False,19.23668695543899,Baja,Pequeña,Jueves,0.2645542176625177,Bajo_Valor,Bajo,Insatisfecho
496,98,58.05536502993692,1,2024-05-15,Electrónicos,5,0.25,TechCorp,299.99,0.15,0.08,8,4.2,14.51384125748423,2024,2,2,False,14.51384125748423,Baja,Pequeña,Miércoles,0.1973849042726177,Bajo_Valor,Bajo,Insatisfecho
497,98,25.718514532732662,4,2024-02-08,Deportes,2,0.35,SportPro,119.99,0.12,0.15,10,4.3,9.00148008645643,2024,1,3,False,9.00148008645643,Baja,Micro,Jueves,0.0824095173978324,Bajo_Valor,Bajo,Insatisfecho
498,98,91.46426869928052,1,2024-01-18,Electrónicos,1,0.25,TechCorp,299.99,0.15,0.08,8,4.2,22.86606717482013,2024,1,3,False,22.86606717482013,Baja,Pequeña,Jueves,0.3161720330555309,Bajo_Valor,Bajo,Insatisfecho
499,99,86.74944120572505,1,2024-04-14,Electrónicos,4,0.25,TechCorp,299.99,0.15,0.08,8,4.2,21.687360301431266,2024,2,6,True,21.687360301431266,Baja,Pequeña,Domingo,0.29940821385903,Riesgo,Medio,Insatisfecho
500,99,50.5181914895789,3,2024-05-25,Hogar y Jardín,5,0.3,HomeMax,149.99,0.18,0.06,15,4.1,15.15545744687367,2024,2,5,True,15.15545744687367,Baja,Pequeña,Sábado,0.1705860840282039,Riesgo,Medio,Insatisfecho
501,99,201.63138385196743,3,2024-12-01,Hogar y Jardín,12,0.3,HomeMax,149.99,0.18,0.06,15,4.1,60.48941515559022,2024,4,6,True,60.48941515559022,Media,Grande,Domingo,0.7078770535136705,Riesgo,Medio,Insatisfecho
502,100,66.92753150011163,3,2024-08-11,Hogar y Jardín,8,0.3,Proveedor_Desconocido,149.99,0.18,0.06,15,4.1,20.07825945003349,2024,3,6,True,20.07825945003349,Baja,Pequeña,Domingo,0.2289303626781612,Medio_Valor,Medio,Muy_Satisfecho
503,100,16.09901607811302,2,2024-04-26,Ropa y Accesorios,4,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,6.439606431245209,2024,2,4,False,6.439606431245209,Baja,Micro,Viernes,0.0482068804880655,Medio_Valor,Medio,Muy_Satisfecho
504,100,119.74429738736596,4,2024-01-01,Deportes,1,0.35,SportPro,119.99,0.12,0.15,10,4.3,41.91050408557808,2024,1,0,False,41.91050408557808,Media,Pequeña,Lunes,0.416723174841085,Medio_Valor,Medio,Muy_Satisfecho
505,100,104.30465235860784,5,2024-04-26,Libros y Medios,4,0.45,BookHub,24.99,0.08,-0.03,25,4.7,46.93709356137353,2024,2,4,False,46.93709356137353,Media,Pequeña,Viernes,0.3618266981250146,Medio_Valor,Medio,Muy_Satisfecho
506,101,111.37957188931944,1,2024-01-26,Electrónicos,1,0.25,TechCorp,299.99,0.15,0.08,8,4.2,27.84489297232986,2024,1,4,False,27.84489297232986,Media,Pequeña,Viernes,0.3869819497232452,Medio_Valor,Medio,Neutral
507,101,33.94424899092564,3,2024-01-12,Hogar y Jardín,1,0.3,HomeMax,149.99,0.18,0.06,15,4.1,10.18327469727769,2024,1,4,False,10.18327469727769,Baja,Micro,Viernes,0.1116565525023104,Medio_Valor,Medio,Neutral
508,102,75.73810406155337,5,2024-10-20,Libros y Medios,10,0.45,BookHub,24.99,0.08,-0.03,25,4.7,34.08214682769902,2024,4,6,True,34.08214682769902,Media,Pequeña,Domingo,0.2602568206746724,Bajo_Valor,Bajo,Muy_Satisfecho
509,102,66.24492865442431,3,2024-12-06,Hogar y Jardín,12,0.3,HomeMax,149.99,0.18,0.06,15,4.1,19.87347859632729,2024,4,4,False,19.87347859632729,Baja,Pequeña,Viernes,0.2265033320595945,Bajo_Valor,Bajo,Muy_Satisfecho
510,103,59.817251351613045,3,2024-06-17,Hogar y Jardín,6,0.3,HomeMax,149.99,0.18,0.06,15,4.1,17.945175405483912,2024,2,0,False,17.945175405483912,Baja,Pequeña,Lunes,0.2036493845280965,Riesgo,Premium,Insatisfecho
511,103,137.60636252951613,1,2024-02-22,Electrónicos,2,0.25,TechCorp,299.99,0.15,0.08,8,4.2,34.40159063237903,2024,1,3,False,34.40159063237903,Media,Pequeña,Jueves,0.4802326947394092,Riesgo,Premium,Insatisfecho
512,103,67.48631533466992,2,2024-09-25,Ropa y Accesorios,9,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,26.99452613386797,2024,3,2,False,26.99452613386797,Media,Pequeña,Miércoles,0.2309171482361199,Riesgo,Premium,Insatisfecho
513,103,51.63974546959653,3,2024-09-04,Hogar y Jardín,9,0.3,HomeMax,149.99,0.18,0.06,15,4.1,15.491923640878955,2024,3,2,False,15.491923640878955,Baja,Pequeña,Miércoles,0.1745738286839375,Riesgo,Premium,Insatisfecho
514,103,51.31284780408518,3,2024-05-07,Hogar y Jardín,5,0.3,HomeMax,149.99,0.18,0.06,15,4.1,15.393854341225554,2024,2,1,False,15.393854341225554,Baja,Pequeña,Martes,0.1734115266977289,Riesgo,Premium,Insatisfecho
515,103,32.17794099625698,5,2024-03-16,Libros y Medios,3,0.45,BookHub,24.99,0.08,-0.03,25,4.7,14.48007344831564,2024,1,5,True,14.48007344831564,Baja,Micro,Sábado,0.1053763507540105,Riesgo,Premium,Insatisfecho
516,103,71.4701026508686,1,2024-09-25,Electrónicos,9,0.25,TechCorp,299.99,0.15,0.08,8,4.2,17.86752566271715,2024,3,2,False,17.86752566271715,Baja,Pequeña,Miércoles,0.2450817153125087,Riesgo,Premium,Insatisfecho
517,104,143.56312477244347,1,2024-05-25,Electrónicos,5,0.25,TechCorp,299.99,0.15,0.08,8,4.2,35.89078119311087,2024,2,5,True,35.89078119311087,Media,Pequeña,Sábado,0.50141227880128,Bajo_Valor,Medio,Muy_Satisfecho
518,104,54.32457605298096,1,2024-02-17,Electrónicos,2,0.25,TechCorp,299.99,0.15,0.08,8,4.2,13.58114401324524,2024,1,5,True,13.58114401324524,Baja,Pequeña,Sábado,0.1841198862087595,Bajo_Valor,Medio,Muy_Satisfecho
519,104,78.25406638101107,3,2024-07-17,Hogar y Jardín,7,0.3,HomeMax,149.99,0.18,0.06,15,4.1,23.47621991430332,2024,3,2,False,23.47621991430332,Baja,Pequeña,Miércoles,0.2692024581314508,Bajo_Valor,Medio,Muy_Satisfecho
520,105,59.23744461646889,1,2024-03-11,Electrónicos,3,0.25,TechCorp,299.99,0.15,0.08,8,4.2,14.809361154117225,2024,1,0,False,14.809361154117225,Baja,Pequeña,Lunes,0.2015878509321895,Alto_Valor,Alto,Satisfecho
521,106,63.20369199322737,3,2024-04-01,Hogar y Jardín,4,0.3,HomeMax,149.99,0.18,0.06,15,4.1,18.96110759796821,2024,2,0,False,18.96110759796821,Baja,Pequeña,Lunes,0.2156900538236967,Bajo_Valor,Bajo,Neutral
522,106,106.97873725873328,2,2024-07-27,Ropa y Accesorios,7,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,42.79149490349332,2024,3,5,True,42.79149490349332,Media,Pequeña,Sábado,0.3713345488031295,Bajo_Valor,Bajo,Neutral
523,106,31.887149896505395,2,2024-12-07,Ropa y Accesorios,12,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,12.75485995860216,2024,4,5,True,12.75485995860216,Baja,Micro,Sábado,0.1043424275772134,Bajo_Valor,Bajo,Neutral
524,107,22.72765275755045,1,2024-12-04,Electrónicos,12,0.25,TechCorp,299.99,0.15,0.08,8,4.2,5.681913189387613,2024,4,2,False,5.681913189387613,Baja,Micro,Miércoles,0.0717753497407097,Medio_Valor,Medio,Muy_Satisfecho
525,107,119.84686233098124,4,2024-02-17,Deportes,2,0.35,SportPro,119.99,0.12,0.15,10,4.3,41.94640181584343,2024,1,5,True,41.94640181584343,Media,Pequeña,Sábado,0.4170878499374731,Medio_Valor,Medio,Muy_Satisfecho
526,107,47.21634913685483,3,2024-01-29,Hogar y Jardín,1,0.3,HomeMax,149.99,0.18,0.06,15,4.1,14.164904741056448,2024,1,0,False,14.164904741056448,Baja,Micro,Lunes,0.1588462084352849,Medio_Valor,Medio,Muy_Satisfecho
527,107,52.02838053490435,5,2024-06-24,Libros y Medios,6,0.45,BookHub,24.99,0.08,-0.03,25,4.7,23.41277124070696,2024,2,0,False,23.41277124070696,Baja,Pequeña,Lunes,0.1759556412692645,Medio_Valor,Medio,Muy_Satisfecho
528,107,225.95501786731865,3,2024-01-19,Hogar y Jardín,1,0.3,HomeMax,149.99,0.18,0.06,15,4.1,67.78650536019559,2024,1,4,False,67.78650536019559,Media,Grande,Viernes,0.7943610242193977,Medio_Valor,Medio,Muy_Satisfecho
529,107,103.93126959360978,1,2024-12-20,Electrónicos,12,0.25,TechCorp,299.99,0.15,0.08,8,4.2,25.98281739840245,2024,4,4,False,25.98281739840245,Media,Pequeña,Viernes,0.3604991159023198,Medio_Valor,Medio,Muy_Satisfecho
530,107,37.24120784205356,1,2024-02-16,Electrónicos,2,0.25,TechCorp,299.99,0.15,0.08,8,4.2,9.31030196051339,2024,1,4,False,9.31030196051339,Baja,Micro,Viernes,0.1233790645463158,Medio_Valor,Medio,Muy_Satisfecho
531,108,124.60554211806944,5,2024-12-10,Libros y Medios,12,0.45,BookHub,24.99,0.08,-0.03,25,4.7,56.07249395313125,2024,4,1,False,56.07249395313125,Media,Pequeña,Martes,0.4340075882892644,Bajo_Valor,Bajo,Neutral
532,108,105.31945543075769,3,2024-02-29,Hogar y Jardín,2,0.3,HomeMax,149.99,0.18,0.06,15,4.1,31.595836629227303,2024,1,3,False,31.595836629227303,Media,Pequeña,Jueves,0.3654348842664646,Bajo_Valor,Bajo,Neutral
533,108,4.242193405424661,1,2024-06-24,Electrónicos,6,0.25,TechCorp,299.99,0.15,0.08,8,4.2,1.060548351356165,2024,2,0,False,1.060548351356165,Baja,Micro,Lunes,0.0060493186681248,Bajo_Valor,Bajo,Neutral
534,108,73.05169274039093,3,2024-09-11,Hogar y Jardín,9,0.3,HomeMax,149.99,0.18,0.06,15,4.1,21.91550782211728,2024,3,2,False,21.91550782211728,Baja,Pequeña,Miércoles,0.2507051427528489,Bajo_Valor,Bajo,Neutral
535,108,32.99758501253613,2,2024-08-16,Ropa y Accesorios,8,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,13.199034005014452,2024,3,4,False,13.199034005014452,Baja,Micro,Viernes,0.1082906385223708,Bajo_Valor,Bajo,Neutral
536,109,63.12353295343123,2,2024-05-26,Ropa y Accesorios,5,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,25.249413181372493,2024,2,6,True,25.249413181372493,Media,Pequeña,Domingo,0.215405044106598,Bajo_Valor,Bajo,Insatisfecho
537,109,203.7699145330993,1,2024-10-24,Electrónicos,10,0.25,TechCorp,299.99,0.15,0.08,8,4.2,50.94247863327482,2024,4,3,False,50.94247863327482,Media,Grande,Jueves,0.7154807127639117,Bajo_Valor,Bajo,Insatisfecho
538,109,109.56848426343116,4,2024-11-28,Deportes,11,0.35,SportPro,119.99,0.12,0.15,10,4.3,38.3489694922009,2024,4,3,False,38.3489694922009,Media,Pequeña,Jueves,0.3805425316213294,Bajo_Valor,Bajo,Insatisfecho
539,109,118.02600128405794,1,2024-08-26,Electrónicos,8,0.25,TechCorp,299.99,0.15,0.08,8,4.2,29.506500321014485,2024,3,0,False,29.506500321014485,Media,Pequeña,Lunes,0.41061368191875,Bajo_Valor,Bajo,Insatisfecho
540,109,59.31153918094283,1,2024-11-27,Electrónicos,11,0.25,TechCorp,299.99,0.15,0.08,8,4.2,14.827884795235708,2024,4,2,False,14.827884795235708,Baja,Pequeña,Miércoles,0.2018512980856607,Bajo_Valor,Bajo,Insatisfecho
541,110,118.33564313822411,2,2024-07-06,Ropa y Accesorios,7,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,47.33425725528965,2024,3,5,True,47.33425725528965,Media,Pequeña,Sábado,0.411714629952587,Bajo_Valor,Alto,Insatisfecho
542,110,41.33455916617812,1,2024-11-19,Electrónicos,11,0.25,TechCorp,299.99,0.15,0.08,8,4.2,10.33363979154453,2024,4,1,False,10.33363979154453,Baja,Micro,Martes,0.1379331922634331,Bajo_Valor,Alto,Insatisfecho
543,110,72.49763348410627,2,2024-11-30,Ropa y Accesorios,11,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,28.999053393642512,2024,4,5,True,28.999053393642512,Media,Pequeña,Sábado,0.2487351556835023,Bajo_Valor,Alto,Insatisfecho
544,110,106.70002156524308,1,2024-07-27,Electrónicos,7,0.25,TechCorp,299.99,0.15,0.08,8,4.2,26.67500539131077,2024,3,5,True,26.67500539131077,Media,Pequeña,Sábado,0.3703435603736942,Bajo_Valor,Alto,Insatisfecho
545,111,104.84474495550111,2,2024-03-15,Ropa y Accesorios,3,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,41.93789798220045,2024,1,4,False,41.93789798220045,Media,Pequeña,Viernes,0.3637470259961962,Bajo_Valor,Medio,Insatisfecho
546,111,23.78952514648292,5,2024-07-01,Libros y Medios,7,0.45,BookHub,24.99,0.08,-0.03,25,4.7,10.705286315917316,2024,3,0,False,10.705286315917316,Baja,Micro,Lunes,0.0755508933342244,Bajo_Valor,Medio,Insatisfecho
547,111,179.1204768472308,2,2024-03-27,Ropa y Accesorios,3,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,71.64819073889232,2024,1,2,False,71.64819073889232,Media,Grande,Miércoles,0.6278383298291955,Bajo_Valor,Medio,Insatisfecho
548,111,36.18881137649117,2,2024-09-27,Ropa y Accesorios,9,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,14.475524550596468,2024,3,4,False,14.475524550596468,Baja,Micro,Viernes,0.1196372131008835,Bajo_Valor,Medio,Insatisfecho
549,111,248.6400781199048,2,2024-06-28,Ropa y Accesorios,6,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,99.4560312479619,2024,2,4,False,99.45603124796192,Alta,Grande,Viernes,0.8750189590125342,Bajo_Valor,Medio,Insatisfecho
550,112,108.52150686134894,3,2024-09-01,Hogar y Jardín,9,0.3,HomeMax,149.99,0.18,0.06,15,4.1,32.55645205840468,2024,3,6,True,32.55645205840468,Media,Pequeña,Domingo,0.376819947943492,Riesgo,Medio,Insatisfecho
551,112,103.25424093718097,4,2024-12-11,Deportes,12,0.35,SportPro,119.99,0.12,0.15,10,4.3,36.138984328013336,2024,4,2,False,36.138984328013336,Media,Pequeña,Miércoles,0.3580919046092797,Riesgo,Medio,Insatisfecho
552,112,38.331429657044914,1,2024-01-07,Electrónicos,1,0.25,TechCorp,299.99,0.15,0.08,8,4.2,9.582857414261229,2024,1,6,True,9.582857414261229,Baja,Micro,Domingo,0.1272554060276484,Riesgo,Medio,Insatisfecho
553,112,48.50019191216306,4,2024-09-25,Deportes,9,0.35,SportPro,119.99,0.12,0.15,10,4.3,16.97506716925707,2024,3,2,False,16.97506716925707,Baja,Micro,Miércoles,0.163410979509395,Riesgo,Medio,Insatisfecho
554,112,171.0413404505328,4,2024-01-13,Deportes,1,0.35,SportPro,119.99,0.12,0.15,10,4.3,59.86446915768648,2024,1,5,True,59.86446915768648,Media,Grande,Sábado,0.5991125319069514,Riesgo,Medio,Insatisfecho
555,113,158.63770713609165,3,2024-08-13,Hogar y Jardín,8,0.3,HomeMax,149.99,0.18,0.06,15,4.1,47.59131214082749,2024,3,1,False,47.59131214082749,Media,Grande,Martes,0.5550107558510505,Medio_Valor,Medio,Satisfecho
556,113,60.34285940241511,1,2024-09-22,Electrónicos,9,0.25,Proveedor_Desconocido,299.99,0.15,0.08,8,4.2,15.085714850603775,2024,3,6,True,15.085714850603775,Baja,Pequeña,Domingo,0.2055182118274864,Medio_Valor,Medio,Satisfecho
557,113,57.21504352679758,1,2024-08-29,Electrónicos,8,0.25,TechCorp,299.99,0.15,0.08,8,4.2,14.303760881699397,2024,3,3,False,14.303760881699397,Baja,Pequeña,Jueves,0.1943970966031293,Medio_Valor,Medio,Satisfecho
558,114,58.26157506904752,3,2024-06-28,Hogar y Jardín,6,0.3,HomeMax,149.99,0.18,0.06,15,4.1,17.478472520714256,2024,2,4,False,17.478472520714256,Baja,Pequeña,Viernes,0.1981180950026875,Riesgo,Medio,Insatisfecho
559,114,125.08794618126724,4,2024-06-28,Deportes,6,0.35,SportPro,119.99,0.12,0.15,10,4.3,43.780781163443535,2024,2,4,False,43.780781163443535,Media,Pequeña,Viernes,0.4357228015194746,Riesgo,Medio,Insatisfecho
560,114,118.25923199141626,3,2024-05-05,Hogar y Jardín,5,0.3,HomeMax,149.99,0.18,0.06,15,4.1,35.477769597424874,2024,2,6,True,35.477769597424874,Media,Pequeña,Domingo,0.4114429460677715,Riesgo,Medio,Insatisfecho
561,115,83.8031878639136,1,2024-10-09,Electrónicos,10,0.25,TechCorp,299.99,0.15,0.08,8,4.2,20.9507969659784,2024,4,2,False,20.9507969659784,Baja,Pequeña,Miércoles,0.2889326538524923,Bajo_Valor,Medio,Insatisfecho
562,115,72.9269419986443,1,2024-12-21,Electrónicos,12,0.25,Proveedor_Desconocido,299.99,0.15,0.08,8,4.2,18.23173549966108,2024,4,5,True,18.231735499661077,Baja,Pequeña,Sábado,0.2502615848746172,Bajo_Valor,Medio,Insatisfecho
563,115,59.916715370339226,3,2024-07-08,Hogar y Jardín,7,0.3,HomeMax,149.99,0.18,0.06,15,4.1,17.975014611101766,2024,3,0,False,17.975014611101766,Baja,Pequeña,Lunes,0.2040030341215889,Bajo_Valor,Medio,Insatisfecho
564,115,237.5424923260483,3,2024-01-16,Hogar y Jardín,1,0.3,HomeMax,149.99,0.18,0.06,15,4.1,71.26274769781449,2024,1,1,False,71.26274769781449,Media,Grande,Martes,0.8355609041801662,Bajo_Valor,Medio,Insatisfecho
565,115,25.771603101894137,1,2024-11-10,Electrónicos,11,0.25,TechCorp,299.99,0.15,0.08,8,4.2,6.442900775473534,2024,4,6,True,6.442900775473534,Baja,Micro,Domingo,0.0825982766209515,Bajo_Valor,Medio,Insatisfecho
566,115,52.44982047967044,1,2024-01-21,Electrónicos,1,0.25,TechCorp,299.99,0.15,0.08,8,4.2,13.11245511991761,2024,1,6,True,13.11245511991761,Baja,Pequeña,Domingo,0.1774540933432585,Bajo_Valor,Medio,Insatisfecho
567,116,80.42047752770537,2,2024-01-16,Ropa y Accesorios,1,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,32.16819101108215,2024,1,1,False,32.16819101108215,Media,Pequeña,Martes,0.276905247855594,Medio_Valor,Medio,Muy_Satisfecho
568,116,22.12405794779672,3,2024-09-25,Hogar y Jardín,9,0.3,HomeMax,149.99,0.18,0.06,15,4.1,6.637217384339016,2024,3,2,False,6.637217384339016,Baja,Micro,Miércoles,0.0696292363839668,Medio_Valor,Medio,Muy_Satisfecho
569,116,46.42370809152887,3,2024-02-02,Hogar y Jardín,2,0.3,HomeMax,149.99,0.18,0.06,15,4.1,13.927112427458662,2024,1,4,False,13.927112427458662,Baja,Micro,Viernes,0.1560279311622071,Medio_Valor,Medio,Muy_Satisfecho
570,116,202.2911464490748,4,2024-06-30,Deportes,6,0.35,SportPro,119.99,0.12,0.15,10,4.3,70.80190125717617,2024,2,6,True,70.80190125717617,Media,Grande,Domingo,0.710222874417116,Medio_Valor,Medio,Muy_Satisfecho
571,116,113.78948606533592,3,2024-03-09,Hogar y Jardín,3,0.3,HomeMax,149.99,0.18,0.06,15,4.1,34.13684581960077,2024,1,5,True,34.13684581960077,Media,Pequeña,Sábado,0.3955505273819285,Medio_Valor,Medio,Muy_Satisfecho
572,116,46.18127294537081,1,2024-02-21,Electrónicos,2,0.25,TechCorp,299.99,0.15,0.08,8,4.2,11.545318236342702,2024,1,2,False,11.545318236342702,Baja,Micro,Miércoles,0.1551659401428906,Medio_Valor,Medio,Muy_Satisfecho
573,117,45.2790871900833,3,2024-03-05,Hogar y Jardín,3,0.3,HomeMax,149.99,0.18,0.06,15,4.1,13.58372615702499,2024,1,1,False,13.58372615702499,Baja,Micro,Martes,0.1519581708440199,Alto_Valor,Premium,Muy_Satisfecho
574,117,25.91434560002285,5,2024-10-26,Libros y Medios,10,0.45,BookHub,24.99,0.08,-0.03,25,4.7,11.661455520010282,2024,4,5,True,11.661455520010282,Baja,Micro,Sábado,0.083105805143163,Alto_Valor,Premium,Muy_Satisfecho
575,117,50.40751801998492,5,2024-11-30,Libros y Medios,11,0.45,BookHub,24.99,0.08,-0.03,25,4.7,22.68338310899321,2024,4,5,True,22.683383108993212,Baja,Pequeña,Sábado,0.1701925786376761,Alto_Valor,Premium,Muy_Satisfecho
576,117,92.68038433292404,4,2024-08-15,Deportes,8,0.35,SportPro,119.99,0.12,0.15,10,4.3,32.43813451652341,2024,3,3,False,32.43813451652341,Media,Pequeña,Jueves,0.320495996685654,Alto_Valor,Premium,Muy_Satisfecho
577,118,83.55312489719854,2,2024-08-09,Ropa y Accesorios,8,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,33.42124995887942,2024,3,4,False,33.42124995887942,Media,Pequeña,Viernes,0.2880435417126565,Bajo_Valor,Medio,Insatisfecho
578,118,52.116515936371584,4,2024-09-28,Deportes,9,0.35,SportPro,119.99,0.12,0.15,10,4.3,18.240780577730053,2024,3,5,True,18.240780577730053,Baja,Pequeña,Sábado,0.1762690113632981,Bajo_Valor,Medio,Insatisfecho
579,118,35.83407627671493,4,2024-01-18,Deportes,1,0.35,SportPro,119.99,0.12,0.15,10,4.3,12.541926696850226,2024,1,3,False,12.541926696850226,Baja,Micro,Jueves,0.1183759336408333,Bajo_Valor,Medio,Insatisfecho
580,118,59.42257110302065,3,2024-08-05,Hogar y Jardín,8,0.3,HomeMax,149.99,0.18,0.06,15,4.1,17.826771330906194,2024,3,0,False,17.826771330906194,Baja,Pequeña,Lunes,0.2022460779730047,Bajo_Valor,Medio,Insatisfecho
581,118,58.61142814763003,1,2024-09-29,Electrónicos,9,0.25,TechCorp,299.99,0.15,0.08,8,4.2,14.652857036907507,2024,3,6,True,14.652857036907507,Baja,Pequeña,Domingo,0.1993620161774735,Bajo_Valor,Medio,Insatisfecho
582,118,105.48462567028724,5,2024-11-03,Libros y Medios,11,0.45,BookHub,24.99,0.08,-0.03,25,4.7,47.46808155162926,2024,4,6,True,47.46808155162926,Media,Pequeña,Domingo,0.3660221558126454,Bajo_Valor,Medio,Insatisfecho
583,118,76.53596338203256,2,2024-06-21,Ropa y Accesorios,6,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,30.614385352813027,2024,2,4,False,30.614385352813027,Media,Pequeña,Viernes,0.2630936518018003,Bajo_Valor,Medio,Insatisfecho
584,118,70.52012164931105,1,2024-02-25,Electrónicos,2,0.25,TechCorp,299.99,0.15,0.08,8,4.2,17.630030412327763,2024,1,6,True,17.630030412327763,Baja,Pequeña,Domingo,0.2417040074807822,Bajo_Valor,Medio,Insatisfecho
585,118,131.36746169783672,1,2024-12-14,Electrónicos,12,0.25,TechCorp,299.99,0.15,0.08,8,4.2,32.84186542445918,2024,4,5,True,32.84186542445918,Media,Pequeña,Sábado,0.4580499519624719,Bajo_Valor,Medio,Insatisfecho
586,119,157.81697882841135,3,2024-01-09,Hogar y Jardín,1,0.3,HomeMax,149.99,0.18,0.06,15,4.1,47.3450936485234,2024,1,1,False,47.3450936485234,Media,Grande,Martes,0.5520926128271099,Bajo_Valor,Medio,Insatisfecho
587,119,82.95747752848273,2,2024-10-09,Ropa y Accesorios,10,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,33.18299101139309,2024,4,2,False,33.18299101139309,Media,Pequeña,Miércoles,0.2859256859040034,Bajo_Valor,Medio,Insatisfecho
588,119,84.17121902255205,1,2024-10-19,Electrónicos,10,0.25,TechCorp,299.99,0.15,0.08,8,4.2,21.042804755638013,2024,4,5,True,21.042804755638013,Baja,Pequeña,Sábado,0.2902412081549618,Bajo_Valor,Medio,Insatisfecho
589,119,61.99663810669392,3,2024-01-22,Hogar y Jardín,1,0.3,HomeMax,149.99,0.18,0.06,15,4.1,18.598991432008177,2024,1,0,False,18.598991432008177,Baja,Pequeña,Lunes,0.2113983097159984,Bajo_Valor,Medio,Insatisfecho
590,119,37.99119122773936,4,2024-03-12,Deportes,3,0.35,SportPro,119.99,0.12,0.15,10,4.3,13.296916929708772,2024,1,1,False,13.296916929708772,Baja,Micro,Martes,0.1260456702482639,Bajo_Valor,Medio,Insatisfecho
591,119,110.33207095100532,3,2024-12-20,Hogar y Jardín,12,0.3,HomeMax,149.99,0.18,0.06,15,4.1,33.099621285301595,2024,4,4,False,33.099621285301595,Media,Pequeña,Viernes,0.3832575045845704,Bajo_Valor,Medio,Insatisfecho
592,120,98.2664211383436,1,2024-11-23,Electrónicos,11,0.25,TechCorp,299.99,0.15,0.08,8,4.2,24.5666052845859,2024,4,5,True,24.5666052845859,Baja,Pequeña,Sábado,0.3403574467936486,Riesgo,Alto,Insatisfecho
593,120,65.13990204652013,3,2024-06-20,Hogar y Jardín,6,0.3,HomeMax,149.99,0.18,0.06,15,4.1,19.54197061395604,2024,2,3,False,19.54197061395604,Baja,Pequeña,Jueves,0.2225743513519124,Riesgo,Alto,Insatisfecho
