id_transaccion,id_cliente,fecha,tipo,importe,moneda,estado,canal,pais,comision,año,mes,trimestre,dia_semana,monto_estandarizado,categoria_monto,es_fin_semana,dias_desde_anterior,rentabilidad
TXN_001585,1619.0,2024-12-27,pago,245.4617269431071,CLP,completada,app_movil,Mexico,0.9150726296246996,2024,12,4,4,-0.3150205374805406,pequeña,False,597.0,0.0037279646037721974
TXN_004986,1622.0,2024-08-29,deposito,466.2143790843344,EUR,pendiente,web,Peru,0.7001701987876721,2024,8,3,3,-0.2456016892285048,pequeña,False,,0.0015018202573735225
TXN_004888,1626.0,2023-10-24,retiro,2563.407002722868,USD,completada,app_movil,Chile,2.114837665828333,2023,10,4,1,0.4138907113543608,mediana,False,,0.0008250104893924134
TXN_004108,1627.0,2024-08-08,transferencia,59.74687106274551,USD,fallida,web,Peru,5.414884549185604,2024,8,3,3,-0.3734212464797682,micro,False,,0.0906304288888861
TXN_003116,1628.0,2023-07-21,deposito,82.60934477274503,CLP,completada,web,Colombia,0.3171317970540832,2023,7,3,4,-0.3662318126145511,micro,False,,0.003838933693597255
TXN_001563,1629.0,2024-07-02,deposito,236.3607688176733,EUR,completada,cajero,Chile,4.723591376289011,2024,7,3,1,-0.3178824647322841,pequeña,False,,0.01998466750602233
TXN_003006,1630.0,2024-01-11,transferencia,739.4529263715333,USD,completada,web,Chile,0.1842832741024327,2024,1,1,3,-0.15967789593880066,pequeña,False,,0.00024921569383287663
TXN_001749,1630.0,2024-05-20,deposito,169.77827828662163,USD,completada,web,Mexico,0.566467270301896,2024,5,2,0,-0.3388202870487322,pequeña,False,130.0,0.0033365120439352055
TXN_002204,1631.0,2024-03-12,transferencia,369.3004233498477,CLP,pendiente,app_movil,Mexico,1.9424729491060024,2024,3,1,1,-0.27607767726933163,pequeña,False,,0.005259871980341188
TXN_001803,1632.0,2023-08-22,pago,246.3284369438037,EUR,completada,cajero,Chile,6.8844548085506725,2023,8,3,1,-0.31474798804825393,pequeña,False,,0.02794827464488504
TXN_001472,1634.0,2023-04-21,transferencia,208.14500241354307,EUR,pendiente,app_movil,Mexico,2.7659925020983134,2023,4,2,4,-0.3267553185228248,pequeña,False,,0.01328877691044838
TXN_003621,1634.0,2024-07-28,pago,130.34915148132768,EUR,completada,app_movil,Chile,5.621404816995985,2024,7,3,6,-0.351219343385577,pequeña,True,464.0,0.043125749213651324
TXN_000357,1635.0,2024-11-10,pago,445.2683055131437,EUR,completada,app_movil,Mexico,1.455561853187471,2024,11,4,6,-0.25218848349172496,pequeña,True,,0.003268954549796729
TXN_000724,1638.0,2024-04-04,pago,92.07291452425322,USD,completada,web,Chile,3.6227503622894894,2024,4,2,3,-0.3632558569187518,micro,False,,0.03934653726352074
TXN_004685,1643.0,2024-07-27,deposito,2580.46904871201,EUR,completada,app_movil,Mexico,3.082965227607694,2024,7,3,5,0.41925611725051176,mediana,True,,0.0011947305584411078
TXN_003483,1644.0,2023-05-11,deposito,121.2881913321401,EUR,completada,web,Peru,1.051091403608256,2023,5,2,3,-0.3540686926980907,pequeña,False,,0.008666065443501488
TXN_001087,1645.0,2023-04-02,inversion,380.9995319937325,EUR,completada,app_movil,Chile,1.4090924602266408,2023,4,2,6,-0.2723987241978444,pequeña,True,,0.0036984099504086022
TXN_002352,1645.0,2023-12-29,deposito,244.79970275262517,USD,completada,app_movil,Chile,2.3228588365756746,2023,12,4,4,-0.3152287205142323,pequeña,False,271.0,0.009488813958744747
TXN_002052,1646.0,2023-03-26,pago,192.6110039491687,USD,fallida,web,Chile,0.717910441349582,2023,3,1,6,-0.33164020788513193,pequeña,True,,0.00372725559095805
TXN_003873,1649.0,2023-05-21,pago,643.6048215000992,USD,completada,web,Mexico,3.7364112483941065,2023,5,2,6,-0.1898187118373956,pequeña,True,,0.005805443221642383
TXN_003761,1650.0,2024-05-06,deposito,97.0025053863716,USD,completada,web,Peru,4.699780706030886,2024,5,2,0,-0.36170567613187227,micro,False,,0.04845009608062333
TXN_003593,1658.0,2023-12-11,transferencia,43.33953687472958,CLP,pendiente,app_movil,Chile,0.6266655992434983,2023,12,4,0,-0.37858076882829084,micro,False,,0.01445944383427167
TXN_000193,1659.0,2023-12-13,inversion,417.2771304044857,CLP,completada,app_movil,Colombia,0.7928411697495819,2023,12,4,2,-0.26099071131737744,pequeña,False,,0.0019000350414149101
TXN_002156,1659.0,2024-02-02,pago,759.5612236400685,EUR,completada,app_movil,Colombia,1.292744339348149,2024,2,1,4,-0.15335455249014193,pequeña,False,51.0,0.0017019620000516755
TXN_002460,1660.0,2024-03-19,pago,1063.2918159823114,CLP,completada,web,Colombia,0.5951631937904954,2024,3,1,1,-0.05784209683086338,mediana,False,,0.0005597364569581117
TXN_003140,1660.0,2024-09-08,transferencia,498.04999502503335,USD,completada,web,Argentina,1.8185970196365864,2024,9,3,6,-0.23559052165900432,pequeña,True,173.0,0.0036514346708209056
TXN_001797,1661.0,2023-04-08,transferencia,476.67504066551714,USD,completada,app_movil,Chile,1.3391174807668411,2023,4,2,5,-0.2423121836580102,pequeña,True,,0.0028092880191444717
TXN_001509,1661.0,2023-08-06,pago,177.81627310611574,USD,completada,app_movil,Colombia,2.65987608734201,2023,8,3,6,-0.3362926239053325,pequeña,True,120.0,0.014958563920382422
TXN_003511,1661.0,2024-06-15,transferencia,381.2377039059757,USD,fallida,web,Mexico,0.3474437096847299,2024,6,2,5,-0.2723238276125779,pequeña,True,314.0,0.0009113571562439679
TXN_004516,1662.0,2024-09-15,retiro,4173.535960878004,USD,completada,web,Peru,5.432216368037175,2024,9,3,6,0.9202189331365956,mediana,True,,0.001301586093652438
TXN_000149,1663.0,2024-01-03,transferencia,60.34342581682443,EUR,fallida,app_movil,Mexico,1.7827718586260657,2024,1,1,2,-0.37323365125250474,micro,False,,0.029543762795930104
TXN_002139,1663.0,2024-05-30,transferencia,300.8495015099542,EUR,completada,web,Mexico,0.0309347606632187,2024,5,2,3,-0.2976030546988882,pequeña,False,148.0,0.00010282470307565114
TXN_000696,1666.0,2023-03-26,transferencia,133.5729768627874,EUR,completada,cajero,Colombia,0.6442886110004608,2023,3,1,6,-0.35020556510125794,pequeña,True,,0.004823495186921716
TXN_000569,1667.0,2024-06-20,transferencia,112.59821658237898,USD,completada,web,Colombia,1.2456631102867075,2024,6,2,3,-0.35680138031301356,pequeña,False,,0.011062902664851328
TXN_002336,1669.0,2024-01-06,pago,203.4167002586734,USD,pendiente,cajero,Chile,0.2868115338562979,2024,1,1,5,-0.3282422011790236,pequeña,True,,0.0014099704374890363
TXN_003633,1670.0,2023-01-11,pago,109.9630244985098,EUR,completada,app_movil,Colombia,1.1880492542752523,2023,1,1,2,-0.3576300543860572,pequeña,False,,0.010804079459376389
TXN_000698,1671.0,2023-05-01,transferencia,358.5663809884418,USD,completada,cajero,Chile,3.232527642977596,2023,5,2,0,-0.2794531513603095,pequeña,False,,0.009015144236519472
TXN_002219,1671.0,2024-06-26,inversion,403.6216451310399,CLP,completada,cajero,Chile,0.4212286664648099,2024,6,2,2,-0.26528487517366844,pequeña,False,422.0,0.0010436225894873742
TXN_001942,1671.0,2024-10-13,inversion,1456.9087013660703,USD,completada,cajero,Chile,0.3940482366540776,2024,10,4,6,0.0659363972024189,mediana,True,109.0,0.0002704687234585107
TXN_002953,1674.0,2023-04-16,deposito,2287.479701319532,EUR,completada,cajero,Mexico,0.0102040513090449,2023,4,2,6,0.32712140063977085,mediana,True,,4.460827041725745e-06
TXN_003463,1679.0,2023-03-29,deposito,315.9650827754763,CLP,completada,web,Chile,0.5347583365261503,2023,3,1,2,-0.29284974264607855,pequeña,False,,0.001692460229556909
TXN_003232,1680.0,2023-12-22,pago,2136.0590029589434,EUR,completada,web,Chile,0.506013568881434,2023,12,4,4,0.2795049829897294,mediana,False,,0.00023689119456929157
TXN_004906,1681.0,2023-03-02,transferencia,194.2543897596453,EUR,completada,app_movil,Chile,2.824054372978846,2023,3,1,3,-0.33112342156754765,pequeña,False,,0.014537917915127183
TXN_002190,1685.0,2023-01-16,inversion,87.6258311658428,USD,completada,app_movil,Peru,4.39746693546571,2023,1,1,0,-0.3646543062774673,micro,False,,0.050184595991368756
TXN_002039,1685.0,2024-01-14,retiro,152.70697140404656,USD,fallida,app_movil,Chile,0.5622760271603613,2024,1,1,6,-0.34418860516609395,pequeña,True,363.0,0.003682058664320165
TXN_001358,1686.0,2024-10-01,transferencia,32.29546443616257,USD,completada,cajero,Chile,0.1440855726496861,2024,10,4,1,-0.38205373633858336,micro,False,,0.004461480123145327
TXN_002323,1687.0,2023-01-12,retiro,418.1831831274413,USD,completada,app_movil,Chile,0.2892879356256806,2023,1,1,3,-0.26070578999990685,pequeña,False,,0.0006917732402871881
TXN_003907,1687.0,2024-01-18,pago,1273.7033245891398,MXN,fallida,app_movil,Mexico,2.437208768939883,2024,1,1,3,0.008324830020437938,mediana,False,371.0,0.001913482301481828
TXN_000973,1688.0,2023-08-03,inversion,153.3397751888117,CLP,pendiente,web,Peru,0.0867235398666075,2023,8,3,3,-0.34398961090948216,pequeña,False,,0.0005655645429232062
TXN_001899,1689.0,2023-06-18,transferencia,50.45642038516284,MXN,completada,app_movil,Mexico,0.233134204733236,2023,6,2,6,-0.37634276239146625,micro,True,,0.004620506230001825
TXN_003714,1689.0,2024-05-24,transferencia,4564.380357635517,USD,completada,app_movil,Chile,0.330264367688518,2024,5,2,4,1.0431255782232898,mediana,False,341.0,7.235689005103087e-05
TXN_002217,1689.0,2024-12-11,inversion,1246.4684296269654,USD,completada,app_movil,Mexico,0.4599182870235541,2024,12,4,2,-0.00023957462974851364,mediana,False,201.0,0.000368977084450663
TXN_003442,1690.0,2023-09-03,pago,461.7678962627604,USD,fallida,cajero,Mexico,1.2050780208922858,2023,9,3,6,-0.24699994973976996,pequeña,True,,0.0026097050718453555
TXN_004397,1691.0,2023-07-16,transferencia,1497.212393602784,USD,completada,app_movil,Colombia,1.807340167770077,2023,7,3,6,0.07861047322478648,mediana,True,,0.0012071367933450137
TXN_003125,1692.0,2023-06-25,deposito,5.86936685367836,CLP,completada,web,Peru,2.475242339528486,2023,6,2,6,-0.39036380301356194,micro,True,,0.4217222063700516
TXN_004716,1692.0,2024-11-25,deposito,1224.759936824123,USD,completada,app_movil,Chile,1.387083900400469,2024,11,4,0,-0.0070661225921115145,mediana,False,519.0,0.001132535330962296
TXN_002775,1695.0,2024-08-27,transferencia,2471.083780649582,USD,pendiente,web,Mexico,4.23979457208175,2024,8,3,1,0.3848583455771909,mediana,False,,0.0017157631826498496
TXN_002112,1697.0,2024-05-22,pago,1475.2566388947416,CLP,completada,app_movil,Peru,0.1322000596763426,2024,5,2,2,0.07170617019806026,mediana,False,,8.96115673645682e-05
TXN_000164,1698.0,2023-01-27,deposito,69.3769313653622,USD,completada,web,Chile,1.8876014361188909,2023,1,1,4,-0.3703929354342564,micro,False,,0.027207911894778804
TXN_000465,1698.0,2023-07-06,pago,38.15489977233447,EUR,completada,app_movil,Colombia,4.821396013719961,2023,7,3,3,-0.3802111525757205,micro,False,160.0,0.12636374469566505
TXN_003963,1698.0,2023-07-23,transferencia,3874.3154775036646,CLP,completada,app_movil,Peru,0.0179575326372113,2023,7,3,6,0.8261247461459208,mediana,True,17.0,4.635020751790163e-06
TXN_003143,1699.0,2024-07-06,pago,112.8290448163126,USD,completada,web,Mexico,3.6650684900421138,2024,7,3,5,-0.3567287930530721,pequeña,True,,0.03248337780408317
TXN_000282,1699.0,2024-10-19,pago,1412.3357217164398,EUR,completada,web,Mexico,0.3443147982898499,2024,10,4,5,0.05191978231500521,mediana,True,105.0,0.0002437910427355029
TXN_001639,1703.0,2023-01-16,pago,2727.376331317728,EUR,completada,sucursal,Chile,0.8977696731893388,2023,1,1,0,0.46545322636520076,mediana,False,,0.00032916970895453313
TXN_002517,1703.0,2024-11-28,transferencia,803.3110300177823,EUR,completada,app_movil,Chile,0.0885643218594071,2024,11,4,3,-0.1395967962841259,pequeña,False,682.0,0.00011024910470536751
TXN_001777,1707.0,2024-12-20,transferencia,2575.798348612868,USD,completada,web,Chile,0.5172176889749804,2024,12,4,4,0.41778734838967063,mediana,False,,0.00020079898306228636
TXN_000630,1716.0,2023-12-05,deposito,83.79200362435768,USD,completada,app_movil,Chile,0.1732423849129477,2023,12,4,1,-0.3658599085193673,micro,False,,0.002067528850242071
TXN_004311,1717.0,2023-01-10,retiro,310.174473082787,EUR,completada,app_movil,Chile,1.500569319260468,2023,1,1,1,-0.2946706831948988,pequeña,False,,0.004837823384840438
TXN_000473,1717.0,2023-01-13,deposito,4317.83611410974,USD,completada,web,Argentina,7.507905624207002,2023,1,1,4,0.9655961929012074,mediana,False,3.0,0.0017388120868397053
TXN_003591,1717.0,2023-12-12,pago,376.1078055361541,USD,completada,cajero,Chile,0.0584835577876921,2023,12,4,1,-0.27393699797782084,pequeña,False,333.0,0.00015549679354386663
TXN_002983,1719.0,2023-02-25,inversion,3497.94545458754,CLP,fallida,web,Colombia,1.2512179531195913,2023,2,1,5,0.707769776210091,mediana,True,,0.0003577008187702368
TXN_003957,1719.0,2024-08-28,retiro,712.952704148615,MXN,completada,web,Chile,0.6042674047780529,2024,8,3,2,-0.16801127217366962,pequeña,False,550.0,0.0008475560878889567
TXN_004001,1721.0,2023-04-25,retiro,231.4190103717455,USD,completada,app_movil,Colombia,3.348159177264224,2023,4,2,1,-0.31943647179099255,pequeña,False,,0.014467952187185608
TXN_004287,1725.0,2024-09-24,pago,35.64353600048849,EUR,completada,web,Colombia,1.194602088389009,2024,9,3,1,-0.3810008870540719,micro,False,,0.03351525192036607
TXN_002549,1726.0,2024-02-19,pago,4721.751181226349,USD,completada,web,Chile,1.765281517849859,2024,2,1,0,1.0926130983784765,mediana,False,,0.00037386161406992524
TXN_001266,1726.0,2024-11-04,retiro,814.6718582319822,MXN,completada,web,Peru,1.6994398776257391,2024,11,4,0,-0.13602422036184686,pequeña,False,259.0,0.0020860422027022007
TXN_002468,1727.0,2023-09-14,pago,353.99309648784805,CLP,completada,app_movil,Chile,2.0153517212662364,2023,9,3,3,-0.2808912864843079,pequeña,False,,0.005693194983918054
TXN_000462,1728.0,2023-10-11,inversion,3050.435962673748,CLP,completada,web,Chile,0.3579144066114786,2023,10,4,2,0.5670439765008539,mediana,False,,0.00011733221447394748
TXN_000440,1728.0,2024-06-01,inversion,2099.336657627453,EUR,completada,sucursal,Mexico,0.5249842163613497,2024,6,2,5,0.267957113039815,mediana,True,234.0,0.0002500714758892726
TXN_004653,1746.0,2024-02-06,pago,467.6822149354547,CLP,fallida,app_movil,Peru,0.3513243141508525,2024,2,1,1,-0.24514010712192777,pequeña,False,,0.0007512030668075312
TXN_004239,1757.0,2023-04-16,transferencia,118.28465670145842,EUR,completada,app_movil,Chile,0.9381316069921346,2023,4,2,6,-0.35501319738568843,pequeña,True,,0.007931135222042435
TXN_000686,1760.0,2023-04-29,pago,2365.8549528662143,CLP,completada,web,Colombia,2.5337363792309384,2023,4,2,5,0.3517676263637252,mediana,True,,0.0010709601517038638
TXN_001921,1767.0,2024-12-17,pago,110.9649291769941,CLP,completada,cajero,Peru,0.3563647439541322,2024,12,4,1,-0.35731499104179354,pequeña,False,,0.0032115078754812185
TXN_000992,1768.0,2024-06-22,deposito,15.435604702118408,USD,completada,cajero,Mexico,0.4634393957719792,2024,6,2,5,-0.38735556185721615,micro,True,,0.030024051840895873
TXN_002025,1769.0,2024-01-28,deposito,255.4600474780798,USD,completada,cajero,Chile,0.1704232305410842,2024,1,1,6,-0.3118764217054402,pequeña,True,,0.0006671228328011161
TXN_000012,1769.0,2024-07-25,pago,266.87397073144905,CLP,completada,app_movil,Colombia,2.7199361523008583,2024,7,3,3,-0.30828714928401935,pequeña,False,179.0,0.01019183753607011
TXN_001761,1769.0,2024-07-27,deposito,627.0489444812823,USD,completada,app_movil,Mexico,3.002604344025668,2024,7,3,5,-0.19502494561669967,pequeña,True,2.0,0.004788468859491552
TXN_000639,1770.0,2023-01-18,pago,142.67431184880397,USD,completada,app_movil,Mexico,2.2092236410894737,2023,1,1,2,-0.34734351934028096,pequeña,False,,0.01548438266469896
TXN_002576,1770.0,2023-10-19,deposito,410.5417223169642,CLP,completada,app_movil,Chile,2.735696651532519,2023,10,4,3,-0.26310875731776734,pequeña,False,274.0,0.00666362638148721
TXN_002481,1771.0,2024-02-23,pago,5034.006117948175,USD,completada,cajero,Mexico,0.8387277069207413,2024,2,1,4,1.1908061567992376,mediana,False,,0.00016661237337999116
TXN_000047,1775.0,2023-11-20,pago,234.6640016049698,USD,completada,cajero,Chile,2.315836066806387,2023,11,4,0,-0.3184160375999946,pequeña,False,,0.0098687316800505
TXN_001978,1775.0,2024-10-12,retiro,160.9628586037642,MXN,completada,cajero,Argentina,4.732972880761105,2024,10,4,5,-0.341592422628108,pequeña,True,327.0,0.029404130380239295
TXN_003905,1776.0,2024-02-21,inversion,424.5099003028977,CLP,completada,web,Chile,12.678895956487974,2024,2,1,2,-0.25871626273816606,pequeña,False,,0.029867138428199876
TXN_002458,1778.0,2023-07-02,pago,479.555580212491,EUR,completada,web,Mexico,4.449091683620553,2023,7,3,6,-0.2414063565444703,pequeña,True,,0.009277530837299737
TXN_001444,1778.0,2024-07-18,transferencia,2573.8231091617167,EUR,completada,app_movil,Mexico,0.3256957663220053,2024,7,3,3,0.41716620591916853,mediana,False,382.0,0.00012654162796295782
TXN_002026,1780.0,2024-08-21,deposito,951.709362373766,USD,completada,app_movil,Argentina,2.465188288298213,2024,8,3,2,-0.09293080511820916,pequeña,False,,0.0025902742851551946
TXN_002275,1781.0,2023-05-19,deposito,3394.0077561996554,MXN,completada,web,Colombia,3.119268716564118,2023,5,2,4,0.6750850712152967,mediana,False,,0.0009190517348896196
TXN_000307,1784.0,2023-05-08,transferencia,2757.4871667842312,USD,completada,cajero,Mexico,1.6941555317235533,2023,5,2,0,0.47492201189378397,mediana,False,,0.000614383831820066
TXN_002665,1785.0,2024-06-01,deposito,1311.6300245082234,EUR,pendiente,cajero,Chile,0.8866147422398291,2024,6,2,5,0.02025142660193225,mediana,True,,0.0006759640490634944
TXN_004984,1787.0,2023-03-03,retiro,470.3952494247822,USD,completada,app_movil,Chile,4.083529134770297,2023,3,1,4,-0.24428695438428058,pequeña,False,,0.008681059470230188
TXN_001395,1791.0,2024-01-04,pago,129.28279285476668,CLP,completada,web,Mexico,0.6029098512522473,2024,1,1,3,-0.35155467520135114,pequeña,False,,0.004663496494305645
TXN_000902,1793.0,2024-09-06,retiro,959.3686692350244,EUR,completada,app_movil,Mexico,3.1232090215229897,2024,9,3,4,-0.09052222585286326,pequeña,False,,0.0032554836546969533
TXN_003489,1802.0,2023-12-27,pago,476.5636106576591,MXN,completada,web,Colombia,1.015586401247682,2023,12,4,2,-0.24234722442753748,pequeña,False,,0.002131061580312794
TXN_001049,1804.0,2024-11-21,transferencia,2964.01890901631,EUR,fallida,app_movil,Peru,0.6140136572755278,2024,11,4,3,0.5398688903759731,mediana,False,,0.0002071557827811918
TXN_001247,1806.0,2023-05-13,retiro,481.7837338232249,CLP,completada,web,Colombia,0.409923961085987,2023,5,2,5,-0.2407056815768744,pequeña,True,,0.0008508464115901337
TXN_004233,1807.0,2023-02-11,transferencia,2378.7785206853814,EUR,completada,cajero,Mexico,4.697466237981107,2023,2,1,5,0.3558316282437104,mediana,True,,0.0019747387985610608
TXN_004286,1808.0,2024-05-07,pago,1470.8354679598422,EUR,completada,app_movil,Mexico,1.014544323587879,2024,5,2,1,0.07031586937381581,mediana,False,,0.0006897741764380534
TXN_004830,1813.0,2023-07-24,transferencia,88.879174640968,USD,completada,web,Peru,0.0521877909257544,2023,7,3,0,-0.36426017438521835,micro,False,,0.0005871768177030184
TXN_000906,1814.0,2024-07-23,pago,333.37304048934845,USD,completada,cajero,Colombia,3.892188632359424,2024,7,3,1,-0.2873755598301727,pequeña,False,,0.011675175133076733
TXN_003574,1816.0,2023-07-28,pago,53.7036512536785,USD,completada,app_movil,Chile,2.179379442991203,2023,7,3,4,-0.37532162391492097,micro,False,,0.040581587883038464
TXN_003384,1816.0,2023-08-01,retiro,629.1065668671152,USD,completada,web,Mexico,2.590350188656111,2023,8,3,1,-0.19437789664683838,pequeña,False,4.0,0.00411750619860127
TXN_001029,1822.0,2023-12-31,pago,358.70622065320254,USD,completada,cajero,Colombia,1.953408320798229,2023,12,4,6,-0.27940917676533417,pequeña,True,,0.005445705171326777
TXN_000542,1823.0,2023-06-03,pago,225.9373310355801,EUR,completada,app_movil,Mexico,3.9697887828540095,2023,6,2,5,-0.3211602647434783,pequeña,True,,0.01757030927407413
TXN_001258,1824.0,2023-01-17,pago,146.33791740943678,EUR,fallida,app_movil,Chile,0.8752363947426748,2023,1,1,1,-0.34619144584987416,pequeña,False,,0.005980926954795067
TXN_003173,1824.0,2023-07-27,transferencia,149.67513483845386,EUR,completada,app_movil,Argentina,0.1788017525074469,2023,7,3,3,-0.34514200980440923,pequeña,False,191.0,0.0011945989071627011
TXN_000434,1825.0,2023-02-12,transferencia,361.6026120849124,MXN,completada,web,Chile,5.453539587140654,2023,2,1,6,-0.27849836479851925,pequeña,True,,0.0150815823915012
TXN_000913,1827.0,2023-03-12,deposito,1466.3019635852977,MXN,completada,app_movil,Argentina,0.0881138894561878,2023,3,1,6,0.06889024368291763,mediana,True,,6.00925945981399e-05
TXN_000361,1830.0,2024-08-08,retiro,108.94275597207248,CLP,completada,app_movil,Chile,3.060288733529472,2024,8,3,3,-0.3579508925065785,pequeña,False,,0.0280907959985332
TXN_002148,1830.0,2024-10-24,pago,375.2229872445053,EUR,completada,app_movil,Mexico,1.2540522843934727,2024,10,4,3,-0.27421524182278856,pequeña,False,77.0,0.003342152072299075
TXN_001009,1832.0,2024-11-28,pago,713.9268156342195,USD,completada,app_movil,Chile,0.1911113729997149,2024,11,4,3,-0.16770494879887057,pequeña,False,,0.0002676904254253854
TXN_003922,1844.0,2023-09-14,inversion,638.1362293157122,EUR,completada,app_movil,Chile,0.2075015625676909,2023,9,3,3,-0.1915383893466713,pequeña,False,,0.0003251681271727817
TXN_001883,1845.0,2024-05-02,retiro,1166.2133965111702,EUR,completada,app_movil,Chile,2.0970812290609966,2024,5,2,3,-0.025476924719491912,mediana,False,,0.0017981968268711362
TXN_000797,1846.0,2024-03-11,transferencia,302.1099031955493,EUR,completada,web,Chile,1.026207728349492,2024,3,1,0,-0.2972067032507844,pequeña,False,,0.003396802678412199
TXN_000407,1851.0,2024-12-04,transferencia,3794.139224922068,USD,completada,web,Mexico,0.2711825519797206,2024,12,4,2,0.8009121697288635,mediana,False,,7.147406457792562e-05
TXN_000331,1853.0,2024-06-26,inversion,2006.055348451772,EUR,completada,app_movil,Mexico,0.9958859812563988,2024,6,2,2,0.23862346298574852,mediana,False,,0.0004964399322406538
TXN_000166,1854.0,2024-07-15,transferencia,2274.168759794325,USD,completada,web,Mexico,2.427616877832844,2024,7,3,0,0.32293558352334084,mediana,False,,0.0010674743760231747
TXN_002524,1855.0,2023-08-27,retiro,79.90106010952233,CLP,completada,web,Mexico,7.4567477118677745,2023,8,3,6,-0.36708347170102634,micro,True,,0.09332476567453082
TXN_003682,1857.0,2023-04-02,deposito,48.9701275908928,USD,pendiente,app_movil,Peru,0.8181243430472654,2023,4,2,6,-0.37681014854942513,micro,True,,0.016706600192714544
TXN_004603,1857.0,2024-05-31,pago,1916.1856528043627,MXN,completada,web,Peru,0.4882534787579027,2024,5,2,4,0.21036264390116985,mediana,False,425.0,0.00025480489223126025
TXN_003409,1859.0,2024-12-17,deposito,2475.143783112221,USD,completada,app_movil,Mexico,1.409612262531448,2024,12,4,1,0.38613507177786427,mediana,False,,0.0005695072230345405
TXN_000002,1860.0,2024-01-11,transferencia,1361.538594728464,EUR,completada,app_movil,Chile,0.0449819648219831,2024,1,1,3,0.03594589472718252,mediana,False,,3.3037598049840074e-05
TXN_003871,1861.0,2023-08-28,transferencia,305.5462406164513,USD,cancelada,app_movil,Chile,3.903848431234439,2023,8,3,0,-0.2961260974974647,pequeña,False,,0.012776620728038656
TXN_000117,1863.0,2023-08-25,pago,2121.105419826662,MXN,completada,app_movil,Chile,1.7244874053397334,2023,8,3,4,0.2748026135811846,mediana,False,,0.000813013530218908
TXN_004544,1864.0,2023-12-02,deposito,478.8315985244104,EUR,completada,web,Mexico,0.7565734376050763,2023,12,4,5,-0.2416340230048939,pequeña,True,,0.0015800407490578483
TXN_002143,1867.0,2023-11-07,transferencia,213.4251367448475,USD,pendiente,app_movil,Mexico,1.2567776493287766,2023,11,4,1,-0.3250949042974922,pequeña,False,,0.005888611194056633
TXN_003439,1869.0,2023-03-04,pago,297.5594584042518,CLP,completada,app_movil,Peru,3.535513651604125,2023,3,1,5,-0.2986376560995151,pequeña,True,,0.011881704821497975
TXN_004004,1870.0,2024-06-30,deposito,322.90426897271107,EUR,pendiente,app_movil,Peru,1.810372607790136,2024,6,2,6,-0.29066761568657873,pequeña,True,,0.005606530423241733
TXN_002215,1874.0,2024-05-20,pago,80.89950563229536,USD,completada,sucursal,Mexico,2.762681428410032,2024,5,2,0,-0.3667694961380557,micro,False,,0.034149546487551835
TXN_000772,1876.0,2023-02-26,transferencia,211.66670410058876,MXN,completada,web,Chile,2.0538290889587936,2023,2,1,6,-0.3256478687475643,pequeña,True,,0.009703127838107065
TXN_000349,1876.0,2024-12-10,pago,3315.8670534058483,USD,completada,web,Chile,0.6693784805434182,2024,12,4,1,0.6505126027220056,mediana,False,653.0,0.00020187132649238004
TXN_000070,1878.0,2023-09-30,transferencia,1677.120480931229,MXN,completada,sucursal,Colombia,3.1117511981194017,2023,9,3,5,0.1351851602893724,mediana,True,,0.0018554130329334405
TXN_003289,1882.0,2023-03-16,pago,106.05479262401056,USD,completada,cajero,Mexico,1.3117076229052642,2023,3,1,3,-0.3588590541412043,pequeña,False,,0.012368206947097426
TXN_002721,1882.0,2023-04-23,pago,517.7581798158028,CLP,completada,cajero,Chile,4.161411850820611,2023,4,2,6,-0.22939299933687954,pequeña,True,38.0,0.008037365729887785
TXN_003064,1882.0,2024-10-31,pago,749.1670895614676,USD,pendiente,cajero,Chile,2.2228517137185198,2024,10,4,3,-0.15662313753007204,pequeña,False,557.0,0.0029670973868055096
TXN_004438,1886.0,2023-03-10,transferencia,84.15097003880933,USD,completada,web,Mexico,3.851818256568896,2023,3,1,4,-0.36574702636456324,micro,False,,0.045772713669164924
TXN_004000,1886.0,2024-07-08,pago,158.85668041860745,EUR,completada,web,Peru,6.36959872477453,2024,7,3,0,-0.34225474066781886,pequeña,False,486.0,0.040096511572505676
TXN_003312,1887.0,2024-02-20,inversion,1221.5173064632197,CLP,completada,app_movil,Mexico,11.067130217318848,2024,2,1,1,-0.00808581437283353,mediana,False,,0.009060150158136202
TXN_004155,1890.0,2024-11-16,deposito,5782.292629307188,CLP,completada,cajero,Chile,3.0173539197586265,2024,11,4,5,1.426115618666289,mediana,True,,0.0005218265683174452
TXN_001616,1891.0,2023-04-13,transferencia,633.8825723298628,MXN,completada,web,Mexico,0.2159323307708257,2023,4,2,3,-0.19287601299899318,pequeña,False,,0.0003406503667976816
TXN_001276,1892.0,2023-11-22,retiro,98.0852638463506,MXN,completada,web,Argentina,0.5380653238758867,2023,11,4,2,-0.3613651871524746,micro,False,,0.005485689723165344
TXN_001489,1894.0,2023-05-06,pago,403.1392044995909,EUR,completada,web,Peru,0.2454418196055478,2023,5,2,5,-0.2654365855728882,pequeña,True,,0.0006088264720128376
TXN_004168,1896.0,2023-11-21,pago,1255.091425178569,EUR,completada,app_movil,Chile,2.796382222757972,2023,11,4,1,0.002472050412435743,mediana,False,,0.0022280306969351773
