id_cliente,nombre_cliente,edad,genero,segmento,score,saldo,limite,pais,activo,fecha_registro,segmento_numerico,genero_numerico,saldo_normalizado,antiguedad_dias,ratio_saldo_limite
1566,Cliente_566,64,F,basic,434,3340.583481193276,11736.957835061292,Chile,True,2020-10-10 00:00:00,1,2,0.03247796158733072,1720,0.2846
1567,Cliente_567,67,M,basic,612,1015.9177302620704,16594.16603423062,Colombia,True,2020-10-10 12:00:00,1,1,0.009509696242044957,1719,0.0612
1568,Cliente_568,34,F,basic,484,25365.727951156583,3522.126396742144,Mexico,True,2020-10-11 00:00:00,1,2,0.25009176789549664,1719,7.2018
1569,Cliente_569,55,M,basic,418,4443.452906663644,12882.001179415473,Colombia,True,2020-10-11 12:00:00,1,1,0.04337458085195372,1718,0.3449
1570,Cliente_570,44,F,basic,628,8133.965014659567,3192.0916308275696,Mexico,True,2020-10-12 00:00:00,1,2,0.07983774176981279,1718,2.5482
1571,Cliente_571,23,M,basic,602,1815.8631700914195,14310.18574961066,Chile,True,2020-10-12 12:00:00,1,1,0.01741335254893204,1717,0.1269
1573,Cliente_573,35,M,silver,737,3411.3305295811338,21895.305018108374,Colombia,True,2020-10-13 12:00:00,2,1,0.03317695970313174,1716,0.1558
1574,Cliente_574,37,O,premium,762,5683.89050699952,9931.417800443089,Mexico,True,2020-10-14 00:00:00,4,3,0.05563040728092366,1716,0.5723
1575,Cliente_575,26,F,premium,611,4138.182387115733,5959.481201183677,Chile,True,2020-10-14 12:00:00,4,2,0.040358433566151014,1715,0.6944
1576,Cliente_576,58,M,basic,842,902.1354175509492,10330.880526395373,Colombia,True,2020-10-15 00:00:00,1,1,0.008385499204727892,1715,0.0873
1577,Cliente_577,62,M,silver,623,18474.71022865608,4799.966310547706,Colombia,True,2020-10-15 12:00:00,2,1,0.18200682988406117,1714,3.8489
1578,Cliente_578,37,M,basic,489,711.9626684435539,8250.965701068377,Mexico,False,2020-10-16 00:00:00,1,1,0.006506545999867615,1714,0.0863
1579,Cliente_579,62,M,basic,720,4425.009893635639,3646.3984276839847,Colombia,True,2020-10-16 12:00:00,1,1,0.043192359379114406,1713,1.2135
1580,Cliente_580,46,M,silver,556,3070.9240034501427,10273.768708866342,Chile,True,2020-10-17 00:00:00,2,1,0.029813660091429876,1713,0.2989
1583,Cliente_583,45,O,premium,454,684.4771704462522,7835.609274905831,Chile,True,2020-10-18 12:00:00,4,3,0.006234982567190696,1711,0.0874
1584,Cliente_584,37,M,silver,499,6505.205583708541,3977.580642006378,Colombia,True,2020-10-19 00:00:00,2,1,0.06374520081903982,1711,1.6355
1585,Cliente_585,26,F,silver,637,1631.5174009602583,42715.24830593616,Colombia,False,2020-10-19 12:00:00,2,2,0.015591971329292518,1710,0.0382
1586,Cliente_586,46,M,basic,578,10685.60335199642,6881.820221492157,Colombia,True,2020-10-20 00:00:00,1,1,0.10504855169966192,1710,1.5527
1587,Cliente_587,72,M,silver,554,8527.506534700948,19516.57525045329,Mexico,True,2020-10-20 12:00:00,2,1,0.08372602809789102,1709,0.4369
1588,Cliente_588,41,M,gold,776,6957.437948791995,3191.946734460507,Mexico,True,2020-10-21 00:00:00,3,1,0.06821336702951637,1709,2.1797
1589,Cliente_589,33,O,gold,763,1173.347519275594,1335.045740267048,Mexico,True,2020-10-21 12:00:00,3,3,0.01106514100474537,1708,0.8789
1590,Cliente_590,29,O,basic,733,8415.160033900878,9954.2414435697,Chile,True,2020-10-22 00:00:00,1,3,0.08261601723290679,1708,0.8454
1591,Cliente_591,22,F,silver,804,47401.53984489389,19011.321775666445,Chile,True,2020-10-22 12:00:00,2,2,0.46781097095573054,1707,2.4933
1592,Cliente_592,52,M,silver,501,1890.010708259332,21421.021790164647,Chile,True,2020-10-23 00:00:00,2,1,0.018145948334222083,1707,0.0882
1593,Cliente_593,33,F,silver,764,2354.947006572671,17102.457332085953,Peru,True,2020-10-23 12:00:00,2,2,0.02273963250754379,1706,0.1377
1594,Cliente_594,37,F,basic,833,2516.9463924599568,6843.40639059115,Colombia,True,2020-10-24 00:00:00,1,2,0.024340226003336483,1706,0.3678
1595,Cliente_595,33,M,basic,339,2071.948738674137,12845.21303317326,Mexico,True,2020-10-24 12:00:00,1,1,0.019943540507329976,1705,0.1613
1596,Cliente_596,64,M,silver,429,3514.531682560731,4869.664900565275,Colombia,True,2020-10-25 00:00:00,2,1,0.03419661229818775,1705,0.7217
1597,Cliente_597,18,F,basic,713,3054.582076039488,4966.340973026664,Chile,False,2020-10-25 12:00:00,1,2,0.029652197857613697,1704,0.6151
1598,Cliente_598,50,F,gold,471,2779.9276530145044,9654.917274508194,Chile,True,2020-10-26 00:00:00,3,2,0.026938545082470768,1704,0.2879
1599,Cliente_599,53,F,basic,530,1027.3040028870294,9795.169318883663,Chile,True,2020-10-26 12:00:00,1,2,0.009622195396316516,1703,0.1049
1600,Cliente_600,28,F,silver,536,12436.505788735503,5302.350296133914,Peru,True,2020-10-27 00:00:00,2,2,0.12234789537718692,1703,2.3455
1601,Cliente_601,49,F,silver,309,4674.294199246862,9376.39297210966,Argentina,True,2020-10-27 12:00:00,2,2,0.04565534919836061,1702,0.4985
1602,Cliente_602,37,F,gold,383,9545.67341471481,20194.01537429817,Chile,True,2020-10-28 00:00:00,3,2,0.09378576552748598,1702,0.4727
1603,Cliente_603,52,F,basic,746,6106.432694266304,3986.133339157346,Mexico,True,2020-10-28 12:00:00,1,2,0.05980522728368461,1701,1.5319
1604,Cliente_604,25,M,gold,678,122.8839970449322,13883.706400382178,Chile,True,2020-10-29 00:00:00,3,1,0.0006863048626150451,1701,0.0089
1605,Cliente_605,44,F,basic,344,8822.844279546222,2720.7856713900924,Peru,True,2020-10-29 12:00:00,1,2,0.0866440371438656,1700,3.2428
1606,Cliente_606,41,M,premium,801,7890.36787187319,2111.8810303809005,Chile,True,2020-10-30 00:00:00,4,1,0.0774309425081857,1700,3.7362
1607,Cliente_607,48,M,gold,339,3977.056087012063,10323.373597627924,Mexico,True,2020-10-30 12:00:00,3,1,0.038766466371124034,1699,0.3852
1609,Cliente_609,29,F,basic,659,10447.961435489373,8886.269877724335,Mexico,True,2020-10-31 12:00:00,1,2,0.10270059152805028,1698,1.1757
1610,Cliente_610,48,M,silver,539,9994.69290423976,8771.72188623653,Chile,True,2020-11-01 00:00:00,2,1,0.09822218774280127,1698,1.1394
1611,Cliente_611,66,F,gold,696,387.8915191566985,17408.99095913187,Colombia,True,2020-11-01 12:00:00,3,2,0.0033046439007849496,1697,0.0223
1612,Cliente_612,55,F,basic,779,14953.743086994176,12400.976489108374,Peru,True,2020-11-02 00:00:00,1,2,0.14721881463957787,1697,1.2059
1613,Cliente_613,46,O,silver,456,6721.382206229867,11786.276632335204,Chile,True,2020-11-02 12:00:00,2,3,0.06588107864385337,1696,0.5703
1614,Cliente_614,27,M,gold,524,596.5083303553739,24506.73209724804,Colombia,True,2020-11-03 00:00:00,3,1,0.005365828943485893,1696,0.0243
1615,Cliente_615,44,F,silver,467,4376.261214671799,16688.689277016587,Peru,False,2020-11-03 12:00:00,2,2,0.04271071052562865,1695,0.2622
1616,Cliente_616,48,O,basic,815,393.0918087991873,9354.55505869693,Chile,True,2020-11-04 00:00:00,1,3,0.0033560240324590094,1695,0.042
1617,Cliente_617,66,M,basic,818,6776.079944849415,18854.75081122952,Argentina,True,2020-11-04 12:00:00,1,1,0.0664215056596072,1694,0.3594
1618,Cliente_618,26,M,basic,848,3706.479326126158,6498.749426222934,Chile,True,2020-11-05 00:00:00,1,1,0.03609310189375521,1694,0.5703
1619,Cliente_619,34,F,basic,486,1454.302008369084,6637.693846091403,Chile,True,2020-11-05 12:00:00,1,2,0.013841039971237019,1693,0.2191
1620,Cliente_620,70,M,basic,456,6950.99918880267,23195.6741985676,Mexico,True,2020-11-06 00:00:00,1,1,0.06814975050835836,1693,0.2997
1621,Cliente_621,37,M,silver,738,1201.6760988484425,6756.119537796205,Peru,True,2020-11-06 12:00:00,2,1,0.011345034289284699,1692,0.1779
1622,Cliente_622,47,O,premium,494,3443.323082119727,11202.409639629685,Mexico,True,2020-11-07 00:00:00,4,3,0.03349305393538215,1692,0.3074
1623,Cliente_623,24,F,basic,779,11255.909087638793,10736.43097971102,Mexico,True,2020-11-07 12:00:00,1,2,0.11068331164694693,1691,1.0484
1624,Cliente_624,34,F,basic,329,1981.2018207459005,9173.330099759822,Colombia,True,2020-11-08 00:00:00,1,2,0.019046938796134425,1691,0.216
1625,Cliente_625,44,M,silver,703,953.04137334029,34216.331053929534,Colombia,True,2020-11-08 12:00:00,2,1,0.008888462480096233,1690,0.0279
1626,Cliente_626,34,M,silver,366,11042.606458198112,7343.165667313657,Colombia,True,2020-11-09 00:00:00,2,1,0.10857582957565207,1690,1.5038
1627,Cliente_627,42,M,basic,599,3405.740401562065,33475.18179277968,Chile,True,2020-11-09 12:00:00,1,1,0.03312172787309138,1689,0.1017
1628,Cliente_628,43,F,silver,576,33169.8956731486,3427.5036517727776,Colombia,False,2020-11-10 00:00:00,2,2,0.32719885090991474,1689,9.6776
1629,Cliente_629,41,F,basic,572,5555.054030805991,7801.855145959489,Chile,True,2020-11-10 12:00:00,1,2,0.054357471431897106,1688,0.712
1630,Cliente_630,28,M,silver,437,7447.232960408914,6688.963694582485,Mexico,True,2020-11-11 00:00:00,2,1,0.07305266136123195,1688,1.1134
1631,Cliente_631,52,F,silver,314,4611.080052489479,15060.878061523656,Peru,True,2020-11-11 12:00:00,2,2,0.04503077799034165,1687,0.3062
1632,Cliente_632,42,F,premium,781,5814.236532362542,2736.0872692190155,Chile,True,2020-11-12 00:00:00,4,2,0.05691825784440444,1687,2.125
1633,Cliente_633,30,M,basic,350,6192.236728036328,10997.258523941711,Mexico,True,2020-11-12 12:00:00,1,1,0.0606529920922539,1686,0.5631
1634,Cliente_634,27,F,gold,420,6726.699820048572,16980.768640677637,Mexico,False,2020-11-13 00:00:00,3,2,0.06593361796704117,1686,0.3961
1635,Cliente_635,24,M,basic,365,779.8757803636629,6236.934976918618,Peru,True,2020-11-13 12:00:00,1,1,0.007177544131267932,1685,0.125
1636,Cliente_636,58,F,gold,325,1063.6159106907037,4929.134360247189,Colombia,True,2020-11-14 00:00:00,3,2,0.009980965913451831,1685,0.2158
1637,Cliente_637,29,F,gold,585,6594.279287010741,4958.34779864994,Mexico,True,2020-11-14 12:00:00,3,2,0.06462527076110039,1684,1.3299
1638,Cliente_638,26,O,silver,354,3332.268314402511,12033.50842679923,Mexico,True,2020-11-15 00:00:00,2,3,0.03239580570872146,1684,0.2769
1639,Cliente_639,25,M,basic,323,1192.8175162071166,2278.922499899425,Peru,True,2020-11-15 12:00:00,1,1,0.011257509329359768,1683,0.5234
1641,Cliente_641,73,M,silver,576,20668.53792997472,8661.98086720183,Mexico,True,2020-11-16 12:00:00,2,1,0.20368238334611927,1682,2.3861
1642,Cliente_642,41,M,silver,351,3750.1326442474265,12931.254470176778,Chile,True,2020-11-17 00:00:00,2,1,0.03652440733773563,1682,0.29
1643,Cliente_643,26,F,basic,633,4945.973116849463,10098.748999736685,Mexico,True,2020-11-17 12:00:00,1,2,0.0483396032532573,1681,0.4898
1644,Cliente_644,34,F,basic,351,5140.648618102819,13108.314669658545,Argentina,True,2020-11-18 00:00:00,1,2,0.050263044748974466,1681,0.3922
1645,Cliente_645,21,O,silver,598,1433.0677946956253,3506.6370852778355,Colombia,True,2020-11-18 12:00:00,2,3,0.01363124075435815,1680,0.4087
1646,Cliente_646,42,M,basic,621,2805.1046643123173,2000.9068263594804,Colombia,True,2020-11-19 00:00:00,1,1,0.027187300102781874,1680,1.4019
1647,Cliente_647,37,F,basic,626,243.0770584495388,16420.81877993435,Chile,False,2020-11-19 12:00:00,1,2,0.0018738416626463566,1679,0.0148
1648,Cliente_648,56,M,basic,314,959.9886054780492,2939.02330670056,Colombia,True,2020-11-20 00:00:00,1,1,0.008957102830259018,1679,0.3266
1649,Cliente_649,29,F,gold,630,2712.4648652930923,12233.574369366906,Mexico,True,2020-11-20 12:00:00,3,2,0.02627199626413102,1678,0.2217
1650,Cliente_650,45,M,silver,576,713.3729412051814,1875.9868094717044,Mexico,True,2020-11-21 00:00:00,2,1,0.006520479839167014,1678,0.3803
1651,Cliente_651,40,F,basic,340,2909.0491074063343,13925.05025888517,Colombia,True,2020-11-21 12:00:00,1,2,0.02821429658569345,1677,0.2089
1652,Cliente_652,27,M,gold,359,2089.2944702816526,8091.878919380294,Peru,True,2020-11-22 00:00:00,3,1,0.020114920571758566,1677,0.2582
1653,Cliente_653,45,M,silver,588,14592.732714682592,18633.34149006665,Argentina,True,2020-11-22 12:00:00,2,1,0.14365194399577397,1676,0.7832
1654,Cliente_654,38,F,gold,767,33787.43688995464,15272.695285216632,Chile,True,2020-11-23 00:00:00,3,2,0.333300308946869,1676,2.2123
1655,Cliente_655,54,F,basic,677,2787.338925759058,6148.425338745076,Mexico,True,2020-11-23 12:00:00,1,2,0.027011770267155923,1675,0.4533
1656,Cliente_656,46,F,basic,491,4685.775368508336,5229.654622121536,Chile,True,2020-11-24 00:00:00,1,2,0.04576878595457644,1675,0.896
1657,Cliente_657,32,M,gold,693,12732.60946780746,10434.642422175004,Mexico,True,2020-11-24 12:00:00,3,1,0.12527347204037637,1674,1.2202
1658,Cliente_658,53,M,basic,651,2961.445350560424,5424.867120575576,Mexico,True,2020-11-25 00:00:00,1,1,0.02873198426418106,1674,0.5459
1659,Cliente_659,44,M,silver,614,4938.706828127306,589.0864673526766,Colombia,True,2020-11-25 12:00:00,2,1,0.04826781054612119,1673,8.3837
1660,Cliente_660,32,F,basic,439,559.864617824631,8473.849447408882,Peru,True,2020-11-26 00:00:00,1,2,0.0050037801146143295,1673,0.0661
1661,Cliente_661,54,M,silver,516,5540.19780484654,4070.580030083294,Mexico,True,2020-11-26 12:00:00,2,1,0.05421068829125441,1672,1.361
1662,Cliente_662,53,F,silver,576,13794.982169883717,5280.598890627361,Argentina,True,2020-11-27 00:00:00,2,2,0.13576997378782166,1672,2.6124
1663,Cliente_663,26,F,basic,744,779.4722145574723,10278.01199260197,Mexico,True,2020-11-27 12:00:00,1,2,0.007173556802544585,1671,0.0758
1664,Cliente_664,29,F,silver,380,406.99150927207165,21870.15130129916,Peru,True,2020-11-28 00:00:00,2,2,0.00349335646769333,1671,0.0186
1665,Cliente_665,41,F,gold,771,14081.89088406276,35246.46380781204,Chile,True,2020-11-28 12:00:00,3,2,0.13860470195228974,1670,0.3995
1666,Cliente_666,34,F,gold,728,2038.6635245253517,11988.467103671042,Chile,True,2020-11-29 00:00:00,3,2,0.01961467446267916,1670,0.1701
1667,Cliente_667,35,M,basic,366,1168.2553550505884,5033.892632116068,Chile,False,2020-11-29 12:00:00,1,1,0.011014829178602255,1669,0.2321
1668,Cliente_668,28,M,gold,669,3348.2376009542963,17597.198505167988,Peru,False,2020-11-30 00:00:00,3,1,0.032553586159846264,1669,0.1903
1669,Cliente_669,42,M,basic,660,1547.2514930027924,2419.248330884797,Chile,True,2020-11-30 12:00:00,1,1,0.014759403579389886,1668,0.6396
1670,Cliente_670,43,M,silver,379,860.8279064627526,4662.998673131553,Colombia,True,2020-12-01 00:00:00,2,1,0.007977370907123395,1668,0.1846
1671,Cliente_671,18,M,gold,829,478.3604484545081,6743.249250113191,Mexico,True,2020-12-01 12:00:00,3,1,0.00419849901642195,1667,0.0709
1672,Cliente_672,34,F,basic,477,25978.163320478467,1736.7567934053316,Colombia,True,2020-12-02 00:00:00,1,2,0.25614277891236575,1667,14.9579
1673,Cliente_673,31,M,basic,689,22024.10111448819,8473.849447408882,Chile,True,2020-12-02 12:00:00,1,1,0.2170756786625466,1666,2.5991
1674,Cliente_674,44,F,gold,685,2210.523361804278,4197.558687063203,Mexico,True,2020-12-03 00:00:00,3,2,0.021312691626324647,1666,0.5266
1675,Cliente_675,48,F,premium,400,68973.37002854039,9858.788379435617,Mexico,True,2020-12-03 12:00:00,4,2,0.6809459214074094,1665,6.9961
1676,Cliente_676,50,F,basic,440,14678.574915811983,6551.539274930226,Chile,True,2020-12-04 00:00:00,1,2,0.14450008590717497,1665,2.2405
1677,Cliente_677,34,M,silver,843,2810.321439620126,4133.762766109559,Chile,True,2020-12-04 12:00:00,2,1,0.0272388431168554,1664,0.6798
1678,Cliente_678,48,F,basic,798,45445.53954410944,3643.4125878048526,Chile,True,2020-12-05 00:00:00,1,2,0.44848521029277083,1664,12.4733
1680,Cliente_680,59,M,silver,688,2321.336027030008,14470.767675816076,Colombia,True,2020-12-06 00:00:00,2,1,0.022407547821243573,1663,0.1604
1681,Cliente_681,29,O,gold,437,24636.535030543942,14117.4217175413,Colombia,True,2020-12-06 12:00:00,3,3,0.24288716375753572,1662,1.7451
1682,Cliente_682,19,M,silver,480,1980.4688036728248,10247.668505318075,Mexico,True,2020-12-07 00:00:00,2,1,0.0190396964084362,1662,0.1933
1683,Cliente_683,29,M,gold,717,12190.558441949535,12811.08996975065,Colombia,True,2020-12-07 12:00:00,3,1,0.1199178755260809,1661,0.9516
1684,Cliente_684,61,M,basic,841,918.822262542894,8599.487907681909,Chile,True,2020-12-08 00:00:00,1,1,0.008550369308482426,1661,0.1068
1685,Cliente_685,49,M,silver,457,1348.2045137104851,4787.510939381486,Colombia,False,2020-12-08 12:00:00,2,1,0.012792770813052629,1660,0.2816
1686,Cliente_686,66,F,basic,812,4750.13815306737,24922.52946165133,Chile,True,2020-12-09 00:00:00,1,2,0.04640470598459416,1660,0.1906
1687,Cliente_687,44,M,basic,305,6597.073615740796,4797.679423602994,Peru,True,2020-12-09 12:00:00,1,1,0.06465287941137975,1659,1.3751
1688,Cliente_688,60,F,basic,494,3828.7101251224217,28587.817143855413,Colombia,True,2020-12-10 00:00:00,1,2,0.037300772038845055,1659,0.1339
1689,Cliente_689,34,F,silver,357,1815.2587119513555,13481.12981746642,Peru,True,2020-12-10 12:00:00,2,2,0.017407380354888424,1658,0.1347
1690,Cliente_690,20,F,silver,506,977.3196434604588,6618.329121773524,Chile,False,2020-12-11 00:00:00,2,2,0.009128337718083107,1658,0.1477
1691,Cliente_691,45,M,silver,555,50820.52266160169,2899.2153941088686,Peru,True,2020-12-11 12:00:00,2,1,0.5015913561632215,1657,17.5291
1692,Cliente_692,41,F,basic,809,4539.096913204828,10609.030236805716,Chile,True,2020-12-12 00:00:00,1,2,0.044319566994604195,1657,0.4279
1693,Cliente_693,47,M,basic,446,11237.071522870072,7800.648756880528,Colombia,True,2020-12-12 12:00:00,1,1,0.11049719190655256,1656,1.4405
1694,Cliente_694,52,F,gold,518,9759.830846387811,21390.935589939392,Chile,True,2020-12-13 00:00:00,3,2,0.09590169325359457,1656,0.4563
1695,Cliente_695,46,F,basic,470,1690.640242101761,3530.5920017926032,Chile,True,2020-12-13 12:00:00,1,2,0.016176119438654584,1655,0.4789
1696,Cliente_696,38,M,gold,816,3166.2977838026773,18874.189793004163,Chile,True,2020-12-14 00:00:00,3,1,0.030755976333342296,1655,0.1678
1697,Cliente_697,39,M,silver,427,1184.7374004434096,26367.630943534343,Mexico,True,2020-12-14 12:00:00,2,1,0.011177675812301623,1654,0.0449
1698,Cliente_698,47,F,silver,345,7511.186960295208,4557.472106950078,Chile,True,2020-12-15 00:00:00,2,2,0.07368454249885029,1654,1.6481
1699,Cliente_699,18,M,silver,655,2470.5019276518715,14623.375871176164,Chile,True,2020-12-15 12:00:00,2,1,0.02388134334844101,1653,0.1689
1700,Cliente_700,29,M,silver,400,21037.95295569296,24908.09560499178,Argentina,True,2020-12-16 00:00:00,2,1,0.2073322940181517,1653,0.8446
1701,Cliente_701,71,M,premium,744,432.7759688352554,24072.77690300007,Chile,True,2020-12-16 12:00:00,4,1,0.0037481132252163265,1652,0.018
1702,Cliente_702,32,F,basic,557,5457.50370809788,18807.91388554169,Chile,True,2020-12-17 00:00:00,1,2,0.05339365041995996,1652,0.2902
1703,Cliente_703,50,M,basic,400,63348.56746022829,32076.10200933284,Chile,True,2020-12-17 12:00:00,1,1,0.6253714983523591,1651,1.9749
1704,Cliente_704,34,M,silver,462,1239.3144367700695,8547.452199833473,Chile,True,2020-12-18 00:00:00,2,1,0.01171691025992399,1651,0.145
1705,Cliente_705,36,F,gold,303,3620.9145081838233,7817.453285335041,Chile,True,2020-12-18 12:00:00,3,2,0.035247700595984394,1650,0.4632
1707,Cliente_707,49,F,premium,743,8760.377882868674,1227.015438268411,Argentina,True,2020-12-19 12:00:00,4,2,0.08602685388924972,1649,7.1396
1708,Cliente_708,31,F,silver,675,270.2134802682828,6452.313210704854,Mexico,True,2020-12-20 00:00:00,2,2,0.0021419561374283096,1649,0.0419
1710,Cliente_710,18,M,silver,316,908.924511410575,8378.605093199843,Argentina,True,2020-12-21 00:00:00,2,1,0.008452577110082444,1648,0.1085
1711,Cliente_711,41,F,silver,559,8591.98318728892,11311.83417750816,Peru,True,2020-12-21 12:00:00,2,2,0.08436307317184333,1647,0.7596
1712,Cliente_712,37,F,basic,641,2404.240579571956,12961.017068357503,Mexico,True,2020-12-22 00:00:00,1,2,0.023226665047172884,1647,0.1855
1713,Cliente_713,27,F,premium,537,1391.659360219086,8627.64713606316,Colombia,True,2020-12-22 12:00:00,4,2,0.013222115309029482,1646,0.1613
1714,Cliente_714,33,M,silver,790,4875.040656251001,9301.294719245932,Chile,True,2020-12-23 00:00:00,2,1,0.04763877321953444,1646,0.5241
1717,Cliente_717,49,M,basic,495,1642.5221854822878,6150.809079821512,Mexico,True,2020-12-24 12:00:00,1,1,0.01570070128794073,1644,0.267
1718,Cliente_718,47,F,silver,427,1007.4280515621952,3896.058273701495,Mexico,True,2020-12-25 00:00:00,2,2,0.009425816143154677,1644,0.2586
1719,Cliente_719,48,M,basic,739,16551.658290325875,8019.874781449405,Chile,True,2020-12-25 12:00:00,1,1,0.16300660708874481,1643,2.0638
1720,Cliente_720,49,F,basic,580,17948.258412420328,2214.360021131475,Peru,True,2020-12-26 00:00:00,1,2,0.17680535737044636,1643,8.1054
1721,Cliente_721,46,M,basic,383,618.2143296438927,22919.02022229156,Mexico,True,2020-12-26 12:00:00,1,1,0.005580289517460271,1642,0.027
1722,Cliente_722,61,M,premium,657,1869.9118996092895,15315.651189955755,Mexico,True,2020-12-27 00:00:00,4,1,0.017947367196261332,1642,0.1221
1723,Cliente_723,49,F,silver,462,5135.631268159063,3694.00065082973,Mexico,True,2020-12-27 12:00:00,2,2,0.05021347210620113,1641,1.3903
1724,Cliente_724,40,F,basic,628,1013.1459049756754,21768.445114782568,Chile,True,2020-12-28 00:00:00,1,2,0.009482309931284716,1641,0.0465
1725,Cliente_725,63,M,basic,722,7274.375355639943,6549.698665106847,Peru,True,2020-12-28 12:00:00,1,1,0.07134478601111167,1640,1.1106
1726,Cliente_726,48,M,silver,322,3875.0503194977487,4624.506661723816,Chile,True,2020-12-29 00:00:00,2,1,0.03775862447640012,1640,0.8379
1727,Cliente_727,48,M,silver,694,8107.121986963246,10926.162575070855,Chile,True,2020-12-29 12:00:00,2,1,0.0795725261006126,1639,0.742
1728,Cliente_728,32,F,silver,378,48171.3234152442,2162.6427788593364,Mexico,True,2020-12-30 00:00:00,2,2,0.4754166206260821,1639,22.2743
1729,Cliente_729,40,M,silver,416,402.49920255948064,8473.849447408882,Chile,True,2020-12-30 12:00:00,2,1,0.0034489713802690987,1638,0.0475
1730,Cliente_730,22,F,silver,636,17286.173895543903,10920.25801564128,Chile,True,2020-12-31 00:00:00,2,2,0.17026380065050437,1638,1.5829
1733,Cliente_733,36,M,silver,718,5852.578865633287,3120.9893660365847,Argentina,True,2021-01-01 12:00:00,2,1,0.05729708946102162,1636,1.8752
1734,Cliente_734,60,M,basic,589,16285.648250022949,6686.99544498954,Argentina,True,2021-01-02 00:00:00,1,1,0.1603783629260129,1636,2.4354
1735,Cliente_735,46,M,silver,428,3392.040014706477,6255.693839050559,Argentina,True,2021-01-02 12:00:00,2,1,0.03298636470507199,1635,0.5422
1736,Cliente_736,53,M,silver,548,1176.9506901393963,15173.215570378605,Chile,True,2021-01-03 00:00:00,2,1,0.011100741212840258,1635,0.0776
1737,Cliente_737,27,F,premium,459,4224.875897751395,27402.035720104395,Peru,True,2021-01-03 12:00:00,4,2,0.0412149866233794,1634,0.1542
1738,Cliente_738,44,M,basic,707,23852.8831386799,18430.10464817972,Chile,True,2021-01-04 00:00:00,1,1,0.23514449168372964,1634,1.2942
1739,Cliente_739,70,M,basic,754,4800.838987026731,8473.849447408882,Colombia,True,2021-01-04 12:00:00,1,1,0.046905642606187785,1633,0.5665
1740,Cliente_740,51,F,basic,808,1589.4336677848812,25878.31418782787,Peru,True,2021-01-05 00:00:00,1,2,0.015176173767898983,1633,0.0614
1741,Cliente_741,34,F,silver,631,2622.5379452844863,7619.979259825075,Chile,True,2021-01-05 12:00:00,2,2,0.025383496332639977,1632,0.3442
1743,Cliente_743,20,F,gold,768,3636.5006969961096,11330.56294570041,Colombia,True,2021-01-06 12:00:00,3,2,0.03540169594788344,1631,0.3209
1744,Cliente_744,49,F,basic,712,3082.8921853954525,11589.962641870265,Chile,True,2021-01-07 00:00:00,1,2,0.029931908651899448,1631,0.266
1745,Cliente_745,43,F,gold,412,10273.724552905182,16302.817071549289,Colombia,True,2021-01-07 12:00:00,3,2,0.10097908857627065,1630,0.6302
1746,Cliente_746,66,F,basic,455,35910.176364139734,15436.402931830167,Chile,True,2021-01-08 00:00:00,1,2,0.35427349336379665,1630,2.3263
1747,Cliente_747,40,M,silver,602,9890.402008080771,14479.907269445755,Argentina,True,2021-01-08 12:00:00,2,1,0.09719176821899757,1629,0.683
1749,Cliente_749,40,F,gold,316,10931.380143345124,4043.535195357848,Peru,True,2021-01-09 12:00:00,3,2,0.107476886421395,1628,2.7034
1750,Cliente_750,40,F,silver,815,6873.843987702395,14698.02551759176,Colombia,True,2021-01-10 00:00:00,2,2,0.06738743827877003,1628,0.4677
1751,Cliente_751,34,M,basic,803,3767.3155679235047,10591.723205125209,Argentina,True,2021-01-10 12:00:00,1,1,0.03669417882004093,1627,0.3557
1752,Cliente_752,62,M,silver,340,1579.3058701328057,16364.9458032417,Mexico,True,2021-01-11 00:00:00,2,1,0.01507610865370222,1627,0.0965
1753,Cliente_753,45,M,basic,451,1579.0420208176038,5597.090282966844,Chile,True,2021-01-11 12:00:00,1,1,0.015073501758031176,1626,0.2821
1755,Cliente_755,29,F,silver,646,4495.456197843131,6357.218880764895,Argentina,True,2021-01-12 12:00:00,2,2,0.04388838606896617,1625,0.7071
1756,Cliente_756,58,F,silver,564,12407.405826774262,6051.029667834411,Peru,True,2021-01-13 00:00:00,2,2,0.12206038064626451,1625,2.0505
1757,Cliente_757,64,M,basic,301,2786.0335246791155,20720.53261457072,Mexico,True,2021-01-13 12:00:00,1,1,0.026998872585683165,1624,0.1345
1758,Cliente_758,20,M,premium,513,2082.8255842290823,19531.6474216123,Peru,True,2021-01-14 00:00:00,4,1,0.02005100639773835,1624,0.1066
1759,Cliente_759,20,F,basic,703,4392.914748280934,9651.647814068196,Colombia,True,2021-01-14 12:00:00,1,2,0.04287525150478577,1623,0.4551
1760,Cliente_760,51,O,silver,529,5296.660589659848,6141.635438896194,Argentina,True,2021-01-15 00:00:00,2,3,0.051804481128947644,1623,0.8624
1761,Cliente_761,70,F,basic,568,1578.9243338624372,7582.4350674055795,Mexico,True,2021-01-15 12:00:00,1,2,0.015072338982172811,1622,0.2082
1762,Cliente_762,43,F,silver,412,1336.8406688452749,9118.870614308327,Chile,False,2021-01-16 00:00:00,2,2,0.012680493250524658,1622,0.1466
1763,Cliente_763,41,M,premium,447,6860.303676094702,5942.986098465918,Chile,True,2021-01-16 12:00:00,4,1,0.06725365669329315,1621,1.1544
